LOGRADOURO_NOME,LATITUDE,LONGITUDE
GASTÃO DE ABREU PIRES,-25.4562081,-49.3540468
JOAO FAIN,-25.4996616,-49.2229308
JOSÉ REBELATO,-25.4961596,-49.2701745
HEINRICH LOWEN,-25.5080268,-49.256321
JOAQUIM BERTOLDI (CAMPO DE SANTANA),-25.5920395,-49.3370105
LEÔNCIO CORREIA,-25.4525119,-49.2936399
R. PROFESSOR ALGACYR MUNHOZ MADER,-25.4943233,-49.3356447
TANIMASTSU HAMASAK,,
FLORIANO ESSENFELDER,-25.4228508,-49.2591242
VICENTE NEGRELLO,-25.5683827,-49.2895734
claudio da rocha,,
CIDADE DE SAUDADES,-25.5356783,-49.2612711
JOSE DE OLIVEIRA FRANCO,-25.4085729,-49.2081241
LUIZ FIDELIX,-25.3745636,-49.3102337
MANIFE TACLA,-25.3921381,-49.2767109
HERBERT MUNHOZ VAN ERVEN,-25.3758663,-49.2725381
MANUEL EURICO DE MIRANDA,,
PASTOR ANTONIO CARDONA AGUIAR,-25.488825,-49.2833215
FREI TEÓFILO,-25.5024573,-49.3019342
CAMPINA DA LAGOA,-25.5339471,-49.2527174
REPUBLÍCA,-25.4684938,-49.293187207842045
CORONEL AMAZONAS MARCONDES,-25.4054306,-49.2474248
TARQUINIO SANTOS,-25.4433218,-49.2215893
ARTHUR OTTO SUCKOW,-25.4462408,-49.2482964
JOSÉ SARAIVA FERREIRA,-25.4411385,-49.2026376
DOUTOR JOSÉ GIOSTRI SOBRINHO,-25.4738823,-49.1893799
RADIALISTA DR. WILSON BRUSTOLIN,-25.5874365,-49.3392245
IRLAN CAzET,,
MANOEL DA NÓBREGA,-25.5558225,-49.2660105
JOSEFINA VARGAS 45,,
ROBERTO OZORIO DE ALMEIDA,-25.5586115,-49.3134674
HELENA MASSIGNAN,-25.5019566,-49.3443424
DOUTOR ARY FLORENCIO GUIMARAES,-25.4544107,-49.2923623
GEN HAROLDO BEZERRIL,,
JOSÉ ZARANELLA,,
MARIA MEDEIROS DAMAS,-25.483451,-49.2025336
CAPITÃO CARLOS HENRIQUE CASTOR,-25.3968201,-49.2774745
JOAO CRYSOSTOMO DA ROSA,-25.4478994,-49.2248634
HERMENEGILDO LUCA,-25.4101456,-49.3609938
ATÍLIO LEAL,-25.399557,-49.2583607
ARY CARAMÃO ARRUDA,-25.4970687,-49.344555
VICTORIO VIEZZER,-25.4121028,-49.2941241
dalva terezinha pires,,
JOÃO NATAL SLOMPO,-25.4033481,-49.3240864
DOS UIRAPURUS,-25.4929657,-49.2831867
BENJAMIN CAVET,-25.4233733,-49.3475537
CIDADE DE FÊNIX,-25.3844995,-49.1973035
ENGENHEIRO ARTHUR BETTES,-25.4696778,-49.2918176
REINHARD MAACK,-25.49011305,-49.26101731913504
BANDEIRANTES,-25.45587475,-49.21588051284768
CURIUVA,-25.3682705,-49.2511831
LUIZ LEDUC,-25.4016569,-49.3001819
ARAPONGAS,-25.5418892,-49.2885819
IRENO MARCHESINI,-25.5065279,-49.2180385
FLAMBOYANT,-25.4708646,-49.34066790603141
JOAO CLEMENTE TESSEROLI,-25.4569614,-49.2354483
GREGÓRIO THOMAZ,-25.5006949,-49.3085559
JOSE ARCIONE ROBERTO BATISTA,-25.4876348,-49.1979002
IZABEL RAKSA VOLUZ,-25.5302629,-49.2828495
ROBERTO OZÓRIO DE ALMEIDA,-25.5586115,-49.3134674
CLAUDIO MANOEL DA COSTA,-25.4021072,-49.2781302
R. NICOLAU JOSE GRAVINA,-25.4091842,-49.3236697
RUBENS FABRI,-25.5454181,-49.3386675
IR MARIA LUCIA ROLAND,,
CINCO DE SETEMBRO,,
MARIA JULIA CORREA DA SILVA,-25.4166734,-49.3398849
KALIL KARAN FILHO,-25.5648758,-49.3320479
BENEDITO CAROLLO,-25.440654,-49.3722822
CLAUDIO ROCHA,,
JOSÉ GIANINNI PANCETTI,-25.4699157,-49.2459394
DOUTOR OVANDE DO AMARAL,-25.4577788,-49.2370429
JOÃO MARANHO,-25.5497122,-49.2726074
ROTILDO POLIDO,,
EDMUNDO ALBERTO MERCER,-25.382892,-49.2246884
BRASILIO OVIDEO DA COSTA,,
LENIRA MARIA DOS SANTOS REIS,-25.4815261,-49.3384908
MAJOR ALBERTO PEREIRA JORGE,-25.4468636,-49.3069596
PAULO DE DEUS BESSA,-25.4255414,-49.3426733
PEDRO COLLERE,-25.4661267,-49.300065
MORRETES,-25.4742517,-49.2867825
REVERENDO MARIANO RODRIGUES DE CASTRO,,
MARTIN WENDRYCHOWSKI,-25.5042675,-49.2881093
SÃO MIGUEL DO OESTE,-25.4736249,-49.3423503
YEDO DE FARIA PINTO,-25.4779472,-49.1940389
jose kosaka,,
AVELINA SANSON COOPER,-25.3732002,-49.2654674
IGNEZ DE LOURDES GOMES DE MACEDO,-25.5386541,-49.2548011
JULIÃO GUIÃO QUEIROLO - RUSSO,-25.4865095,-49.3067844
dulce totti marques,-25.5356792,-49.2409554
DOS TUCANOS,-25.4938803,-49.2848437
ALFREDO VENDRAMIN,-25.5580055,-49.3336681
ENGENHEIRO JOÃO BLEY FILHO,-25.5214524,-49.2876591
GERALDO WARKENTIN,-25.5259883,-49.2366735
CURITIBA ARAUCÁRIA RFFSA,-25.5174425,-49.3383516
LÍDIA KLINGER,-25.3788555,-49.2682147
francisco josé lobo,-25.532223,-49.2779399
DOUTOR OVANDE  AMARAL,-25.4577788,-49.2370429
ARTHUR TAMBOSI,-25.540143,-49.3391658
MOISES AMARO DA LUZ,,
BARBOSA FERRAZ,-25.4746706,-49.3139681
JOÃO MALUCELI NETO,,
CORNELIUS PRIES,-25.5091859,-49.2671477
SERAFIM FRANCA,-25.4791104,-49.285801
JOSÉ JULIANO AYRES,-25.5269702,-49.2458904
ANDRÉ FERREIRA CAMARGO,-25.4921948,-49.261649
JOAO NOGAROLLI,-25.4759279,-49.2676278
MARINGÁ,-25.4354823,-49.2562512
ernesto ronchi,-25.5583936,-49.3168359
ARISTIDES MARQUEZINI,-25.5360391,-49.25302
CARLOS AUGUSTO CORNELSEN,-25.4036078,-49.2735919
GUSTAVO PAULO ZIPPE,,
LUIZ LARA FERNANDES DA PENHA,-25.4722113,-49.1901226
LUIZ LARA  FERNANDES DA PENHA,-25.4722113,-49.1901226
MAX ROSENMANN,-25.3901016,-49.2160485
PROFESSOR DAVID JORGE CURI,-25.4445316,-49.2051752
COMENDADOR MACEDO,-25.429799,-49.2598975
DALILA ROLIM VARGAS,-25.4916815,-49.3037914
AFFONSO BARONI,-25.3803305,-49.2956539
HOMERO CAMARGO DE OLIVEIRA,-25.4071538,-49.3501474
AARÃO LAMENHA DE SIQUEIRA,-25.5415348,-49.2618604
CONTENDA,-25.678811,-49.535044
RESERVA,-25.5183312,-49.247899
DOS IPES,-25.3753664,-49.2525421
GIACOMO SANTORO,,
CARLOS TEIXEIRA OSTERNACK,-25.3781942,-49.2162539
GALILEU GALILEI,-25.4754535,-49.2781931
LUIZ CARLOS DE OLIVEIRA,-25.4901855,-49.1989128
EUGENIO MOCELIN,-25.3854825,-49.2590893
PROFESSORA MARIA DE ASSUMPCAO,-25.4842091,-49.2500019
PADRE JOSE LOPACINSKI,-25.4377724,-49.3557679
CAETANO GRANATO,-25.3881215,-49.2773029
ARTHUR ELIAS DA LUZ,,
ERICA SIEGMUND,-25.3878005,-49.2815173
FORMOSA,-25.4768881,-49.3274653
ANA MARIA FOGGIATTO RODA,-25.5585508,-49.2623346
ANGELINO BUZETI,,
CAPITÃO JOÃO BUSSE,-25.4430634,-49.2257702
MARITANDINHA DO SUL,,
JERUSALÉM,-25.4521518,-49.30447003347139
JOÃO ALEXANDRE KOPP,-25.4815938,-49.3473671
DEPUTADO JOAO RIBEIRO JUNIOR,-25.4973352,-49.3304366
ADALBERTO GIL DA SILVA,-25.4647468,-49.3196895
PADRE AUGUSTO KOLEK,-25.4889712,-49.2040105
PROFESSORA HILDA HANKE GONÇALVES,-25.4746922,-49.3398253
CARMEN DA SILVA,,
DEPUTADO CUNHA BUENO,-25.4945037,-49.3482256
DILERMANDO PEREIRA DE ALMEIDA,-25.5298837,-49.2894497
LUPIANOPOLIS,,
JOÃO FERREIRA LEITE,-25.4556555,-49.2438494
VEREADOR DOUGLAS GODOY,-25.4822367,-49.2015375
PALMIRA GLÓRIA DE QUEIROZ,-25.4265765,-49.3605943
ARY ROLIM COSTA,-25.4826232,-49.3296355
CATHARINA PRODLIK,-25.3783944,-49.2777004
ROBERTO HAUER,-25.4714957,-49.2481484
EMÍLIO TELES DE LIMA,-25.5914673,-49.3430006
LORD LOVAT,-25.4694805,-49.2405443
HIGINO MAZZAROTTO,-25.4072336,-49.2901236
MÁRIO GOMES,-25.4155316,-49.3481478
SEGESMUNDO KOZOWSKI,-25.3790491,-49.2909646
GENERAL THEODORICO GONÇALVES GUIMARÃES,-25.5080403,-49.2614703
FRANCISCO BERALDI PAULINE,,
PAOLO BATTAN,-25.3739637,-49.2482402
AV. MARECHAL FLORIANO PEIXOTO,-25.4674803,-49.2541701
MAMORÉ,-25.4001554,-49.2062497
LEONOR CASTELLANO,-25.3944603,-49.2728629
CATARINA PRODLIK,,
ARTHUR LEINIG,-25.4097831,-49.2918127
PROFESSORA EPHIGÊNIA DO REGO BARROS,-25.4300849,-49.2921329
ENGENHEIRO NIEPCE DA SILVA,-25.471284,-49.294384
AUGUSTO FORBECK,-25.4635073,-49.1957594
CAMBIRA,-25.5279583,-49.2594036
ARLINDO COOPER,-25.5178172,-49.3339947
ALBERTO SPIRON,,
PADRE JULIO SAAVEDRA,-25.47754,-49.230199
ANTONIO DIAS DE ANDRADE,-25.4900259,-49.3582504
ANJOLINO BUSETI,,
ELOI CARLI,,
ENZO SCALETTI,-25.557456,-49.2464551
ALBERTO FOLLONI,-25.4006992,-49.2626219
JOÃO RIBEIRO DALLEGRAVE,-25.5483751,-49.2513156
JOSÉ AFONSO CORDEIRO,-25.5247241,-49.2894745
ALFREDO JAIME FELIPE,,
ENGENHEIRO EDUARDO AFONSO NADOLNY,-25.5487501,-49.339956
JOSÉ FERREIRA PINHEIRO,-25.4645338,-49.2949245
HERAON VHANDERLEY,,
DAS MARGARIDAS,-25.5877353,-49.3228157
PADRE JOÃO KOMENIK,,
LUIZ ATILIO DE MACEDO,-25.5322023,-49.3402054
SAÍRA DOURADA,-25.5568575,-49.2634933
ERONY HONÓRIO FERNANDES,-25.4839491,-49.1989071
MARACANÃ,-25.3652734,-49.1792545
LUFRIDO COSTA,-25.5391209,-49.297808
CIDADE MODELO,-25.5345522,-49.2603563
LUIZ BETA,,
RESKALA SNEGE,-25.5290423,-49.2518447
ALMIR TROVA DE OLIVEIRA,-25.4584098,-49.2294028
MANOEL ORDONES,-25.5398903,-49.2321006
JOAO CHEDE,-25.5293679,-49.3122987
MARQUES DO PARANA,-25.4621499,-49.287249
LUIZ HOMANN,-25.4206618,-49.3558047
TRINCHEIRA DA AV JOAO GUALBERTO,,
MARIAN TADEUZS LASLOWSKI,,
REVERENDO JAHYR DITTRICH,-25.5518358,-49.2691272
116,,
idelfonso s. de frança,,
AV. SANTA BERNADETE,-25.4818682,-49.2728276
29 DE JUNHO,-25.430933,-49.2156028
CAMBE,-25.5431668,-49.2860456
ANTONIA MOLINA BELA,,
JÚLIO DAVID JANSEN,-25.5564664,-49.2761922
DOUTOR RAFI SALUM,-25.4201405,-49.337777
PROFESSOR ANGELO ANTONIO DALLEGRAVE,-25.4266875,-49.3436065
JOSÉ CADILHE,-25.4605644,-49.2752235
HUGO MORGENSTERN,-25.5170445,-49.2823175
ASSUNTA BIAGINI,-25.4314141,-49.3095575
MIGUEL RAICOSKI SOBRINHO,-25.5279228,-49.2738362
JOAQUIM CAETANO DA SILVA,-25.4665798,-49.3005489
FRANCISCO PAROLIN,-25.47009,-49.2548959
BELMIRA CARVALHO BERTOLDI,-25.5936952,-49.3361972
JOÃO ELOY DE SOUZA,-25.5269106,-49.2654022
ABOBORA,-25.4802799,-49.2077106
JOÃO GETULIO RODRIGUES DOS SANTOS,-25.4547529,-49.1994216
TAPAJOS,-25.413027,-49.2795162
CAMPO SALES,,
LUIZ ESTOPINSKI 430,,
DOMINGAS SCROCCARO MAROCHI,-25.561214,-49.2707914
LEAO SALLUM,-25.3933783,-49.2511614
ALBINO BEATRIZ,-25.4717904,-49.2597188
DALVA DE OLIVEIRA,-25.5735402,-49.3379343
PROFESSOR LUIZ CARLOS PEREIRA DA SILVA,,
FAUSTINO JACOB STOFELLA,-25.5277434,-49.2474514
ANTONIO VIVALDI,-25.4814583,-49.3317485
NETUNO,-25.528515,-49.2594117
FRANCISCA BERALDE PAOLINI,-25.61707,-49.3522865
SOLDADO ALFREDO GONÇALVES,-25.533296,-49.2497592
SOLDADO ALFREDO GONCALVES,-25.533296,-49.2497592
FRANCISCO XAVIER DE OLIVEIRA,-25.5655847,-49.309524
PROFESSOR LUIZ BENÍCIO DA SILVA BASTOS,-25.3976662,-49.3116716
MARMELO,-25.4790585,-49.2125709
PAPA PIO IX,-25.5790462,-49.3374327
MARLUS CHESNEAU LENZ CÉSAR,-25.5579272,-49.2778048
JÚLIA FECCI MELLO,-25.5575925,-49.2615125
CLARA FILLA,-25.4165203,-49.361117
TENENTE OLDERICO GABARDO,-25.4934396,-49.2659749
DOMINGOS GABARDO,-25.5005694,-49.2983352
DESEMBARGADOR JAMES PORTUGAL,-25.3803766,-49.2314503
FRANCISCO LOPES DE OLIVEIRA,-25.4619788,-49.1977228
ALDO LAVAL,-25.4963939,-49.3387125
MARLOS CHESNEAL LEANS CESAR,,
RAFAEL SEMILLE RIBEIRO,,
ALEIXO BETTEGA,-25.4774271,-49.2837239
MÁRIO ALVES DE MENEZES,,
JOAQUIM GOMES LADEIRA,-25.3793975,-49.2587954
JOÃO CARLOS PEDROSA,-25.4082875,-49.29121
MÁRIO BERALDI,-25.3663968,-49.2420139
ABATIÁ,-25.539195,-49.2925492
FREI ORLANDO,-25.4309205,-49.2362875
seis,-25.52432655,-49.242838088842745
GUSTAVO BARROSO,-25.3690235,-49.2661334
A,-25.4936652,-49.2056273
LUIZ JULIO,-25.3148618,-49.2660709
RAUL CARON,-25.4366118,-49.2127934
ROBERTO PEIXOTO DE SOUZA,-25.4859573,-49.3339476
JAIME VEIGA,-25.4497489,-49.3079259
AURELIANO AZEVEDO DA SILVEIRA,-25.3957035,-49.3175019
PAULINO SILVA,-25.5773984,-49.3340315
JARACATIÁ,-25.4770624,-49.2133538
BRÁULIO FARIA PRADO,-25.3817318,-49.2771824
JOÃO LOURENÇO TABORDA,-25.5465892,-49.2788369
MARIA KARAM JOAQUIM,-25.4838375,-49.3118067
CORONEL RIVADÁVIA PEREIRA DE MORAES,-25.507973,-49.271521
ANGELO SCARAMUZA,-25.4982529,-49.2740942
PAISSANDU,-25.5339307,-49.2706006
CORONEL JOÃO CÂNDIDO MURICY,-25.3866062,-49.2690279
PRUDENTÓPOLIS,-25.5349971,-49.298023
JOSÉ BERTOLDI,-25.589988,-49.3337547
HERMENEGILDO GASPARINI,-25.5653718,-49.3346541
JOÃO LUCAS,-25.4558447,-49.3136574
ney pacheco,-25.5301675,-49.3370931
sebastiao cordeiro,-25.4861291,-49.1632318
VICTOR CAMARGO,-25.4860297,-49.3328504
ÂNGELO DALLARMI,-25.4170334,-49.3355289
FILIPINAS,-25.4689401,-49.2086288
DARCY RIBEIRO,-25.4497022,-49.2050977
ERNESTO EDMUNDO WEIGERT,-25.3928039,-49.2251977
FRANCISCO GUILHERME BAHR,-25.3793084,-49.2263281
PEDRO FOLTRAN,-25.4302468,-49.3052995
ERONI hONORIO FERNANDES,,
RODOLFO TEIXEIRA DE SOUZA,-25.5178574,-49.2810967
anna pietro iensen,,
VICENTE PONTAROLLA,-25.4441842,-49.3116859
CONSTANTINO FALCÃO,-25.4134688,-49.3082833
TRINDADE,-25.445017,-49.2062787
LUIZ REBELLATTO,,
SARGENTO TADEU CZOCHER,-25.4806275,-49.2317007
ANA PIETROBELLI IENSEN,,
R. JOSE ZANONCINI,-25.5660602,-49.3130766
BRUNO BERTOLDI,-25.5925742,-49.3354914
JOAO MIQUELETTO,-25.552692,-49.2335924
DANIEL MIKOVSKI,-25.4807056,-49.3210741
MARIA MOSCARDI FANINI,-25.4720015,-49.2617807
FREI GASPAR DA MADRE DE DEUS,-25.4824291,-49.298361
DOM ORIONE,-25.4591689,-49.3104731
VIEIRA FAZENDA,-25.4673779,-49.3127141
DO GANCHINHO - LE,,
QUADRA 12,,
TEIXEIRA COELHO,-25.4396389,-49.2877725
LYSIMACO FERREIRA DA COSTA,-25.4179235,-49.2665935
DIMAS MIRANDA DE BARROS,-25.4837561,-49.1993369
NEUSA MARIA LORENZINI,-25.4847083,-49.3047072
ADOLFO HENRIQUE KLINGER,-25.3777499,-49.2679621
heliotorio burbelo,,
PEDRO LOPES,-25.5323857,-49.2832035
BRASIL RIBAS PINHEIRO MACHADO,-25.395252,-49.2346946
JOÃO AURÉLIO RIBEIRO,-25.3989306,-49.3478112
JOÃO MALTA DE ALBUQUERQUE MARANHÃO,-25.5254761,-49.28579
JOSÉ XAVIER,-25.4165279,-49.3543617
TABAJARAS,-25.4607304,-49.2979006
dos minérios,-25.3716617,-49.2746867
CIDADE DE PALMITOS,-25.5351667,-49.2592535
ARTHUR BINDO,-25.3968247,-49.3327218
CORONEL ADYR GUIMARÃES,-25.3961202,-49.2613273
ACRE,-25.4673432,-49.2869085
ALEXANDRE NALDONI,-25.5069121,-49.3359183
PADRE DENIS QUILTY,-25.537217,-49.2371672
OSWALDO CECCON,-25.558616,-49.3354909
MARIA AUGUSTA DA SILVA,-25.3837771,-49.2137597
JOSE SEBASTIAO BALTAZAR,-25.4859649,-49.34818
DOUTOR ALEXANDRE GUTIERREZ,-25.4467452,-49.2858518
SÃO VICENTE,-25.025814,-49.425303
JOSÉ DE BRITO,-25.4594086,-49.3411702
DOUGLAS HAQUIM,-25.4134223,-49.2935267
FRANCISCO BRAZ,-25.4218703,-49.34361812140175
HILDO DA PAZ,-25.3672312,-49.2363017
JOÃO CANEAK,,
ANDIRÁ,-25.5405444,-49.2903845
OTÁVIO PEREIRA,-25.4592111,-49.2331165
PASTOR ROBERTO MENDES RABELO,,
NILO ZANIER,-25.4967732,-49.3496167
JOÃO KUCEK,-25.5345868,-49.3321425
OTAVIO AFONSO DA SILVA,-25.5503057,-49.2645864
ÁLVARO ALVIM,-25.4454253,-49.3048139
IVETE ROCHA CLUBE,,
CORVINA,-25.5578019,-49.2623761
ATILIO BRUNETTI,-25.510267,-49.2991314
ROSILDO PORTELA,-25.5600127,-49.2545738
ARI TABORDA,,
RUA DOIS,-25.4295189,-49.2059478
DANTE LUIZ JÚNIOR,-25.4973798,-49.2835696
LUCAS S. JUNIOR,,
JOSÉ SARANELA,,
SEBASTIÃO MARTINS VIEIRA LINS,-25.3891799,-49.2552347
JOÃO KAVISKI,-25.4393075,-49.3032077
JOSÉ IRINEU BUDANTE,,
EXPEDICIONÁRIO EPITÁCIO PEIXOTO DE MORAIS,-25.4328911,-49.2043172
JÚLIO ZANDONÁ,-25.5197381,-49.2498443
BORORÓS,-25.459067,-49.2935885
VERONICA TRIBEK MORO,-25.4629815,-49.339619
saíra-dourada,-25.5568575,-49.2634933
Helena nunes da silva,-25.4584067,-49.3480514
pinheiro Vaz de caminho,,
DILAIR SILVÉRIO,-25.3582459,-49.2287882
SERTANEJA,-25.539587,-49.2837895
JAMBO,-25.4930184,-49.2122564
TENENTE CORONEL MUNIZ DE ARAGAO,-25.3668929,-49.2649038
JOSE MAZEPA,-25.3960128,-49.2166189
DOS PALMENSES,-25.5129147,-49.3518959
OTÁVIO BRESSAN,-25.403711,-49.3148002
ELIS REGINA,-25.37012705,-49.20705149309981
PEDRO BREDA,-25.4128424,-49.3259096
LUIZ MASSUQUETTO,-25.3951085,-49.2194804
MANUEL ORDONI,,
FRANCISCO GULIN,-25.3826478,-49.33852
GERONIMO MURARO,-25.3914823,-49.3377378
R. DOS PALMENSES,-25.5129147,-49.3518959
VALDEMAR MONASTIER,,
NORBERTO MARQUES FERREIRA,,
DOUTOR EGIDIO PEREIRA,-25.4730331,-49.3222244
VEREADOR DINO GASPARIN,-25.464052,-49.2925148
DOS EUCALIPTOS,-25.5297775,-49.24194950664956
JAMES MACEDO,-25.4295356,-49.285730642216365
CLEMENTE ALBINI,-25.3951331,-49.2967753
SEBASTIÃO ROMÃO DAMACENA,-25.3865028,-49.1973381
JORNALISTA AYGYSTO WALDRIGUES,,
JOSE LUIZ GUERRA REGO,,
OYAPOCK,-25.4307803,-49.2403597
TOMMASO CAMPANELLA,-25.3703821,-49.2539096
IVONE ESPÍRITO SANTO GARCIA,-25.4954377,-49.206437
eng. benedito sadoque de sá,,
JOAQUIM BERTHOLDI,,
SALDANHA DA GAMA,-25.4281825,-49.2590461
NICANOR RIVAS,-25.4078334,-49.350142
JOSE ARMINDO DE PAULA(CIDADE INDUSTRIAL),-25.5298571,-49.3361402
LEONY MEDEIROS GUIMARÃES,-25.4992089,-49.3493474
FRANCISCO ADER,-25.4916498,-49.296827
DARIO NOGUEIRA DOS SANTOS,-25.3629531,-49.2265433
JOSE FERNANDES MALDONADO,-25.4096698,-49.2195213
MARIA BUENO,-25.4865394,-49.2876278
CASTELO BRANCO,-25.187612,-49.315952874189264
SERGIO VENCI,-25.4408487,-49.2567058
DEPUTADO WALDEMIRO PEDROSO,-25.4925147,-49.2942508
SOLDADO JOAO JOSE RAMIRES,-25.5302793,-49.2520275
ARI SCHOENEMANN,-25.5713578,-49.3176886
MAGDALENA TABORDA RIBAS,-25.4926236,-49.307473
RAIMUNDO DA MOTA DE AZEVEDO CORREIA,-25.3969541,-49.2605696
JOSEFINA ZANIER,-25.4435168,-49.2517734
CORONEL VERGÍNIO LEINIG DE MELLO,-25.3660159,-49.2744686
DELMIRO FETTER DOS SANTOS,-25.4486095,-49.2181036
PASTOR JOSE PINHEIRO DE LACERDA,-25.4949939,-49.2713643
WILLBALDO KAISER,,
BURITI,-25.4659391,-49.32172325210547
ADOLFO STEDILE,-25.4031702,-49.2788308
PROFESSOR OSVALDO KOHATSU,-25.4004514,-49.3031048
TANCREDO NEVES,-25.5437499,-49.2409279
JOSÉ LUIZ GUERRA DO REGO,,
JEOVÁ TEIXEIRA DE LARA,-25.5716296,-49.3383951
SYLVANO ALVES DA ROCHA LOURES,-25.4371919,-49.3715974
HELENA RIBEIRO LISBOA,-25.4750929,-49.1979886
TENENTE JOÃO CORTIANO,-25.5362742,-49.2373025
IGNES COLLE MUNHOZ,-25.4531364,-49.3542052
ARISTIDES PEREIRA DA CRUZ,-25.471981,-49.3083352
MARIA HORMAM WISNIEWISKI,,
AGENOR FERRARI,-25.5388943,-49.2741009
AFONSO ZICKA,-25.4770624,-49.2133538
JORGE LUIS DELLA COLETTA,-25.4415713,-49.2042997
DECIO BARRETO,-25.5035808,-49.3234303
Mathias andrade rocha,-25.528775,-49.2356264
VEREADOR ELIAS KARAM,,
EURIDES DORIGO,-25.5470674,-49.252925
OTAVIO PEREIRA,-25.4592111,-49.2331165
PADRE LADISLAU KULA,-25.4226627,-49.3199025
PROFETA DANIEL,-25.5526731,-49.288448
GUIROKU GASTÃO AYABE,-25.4774088,-49.2394459
BERNARDO MOROSIN,-25.4323916,-49.3300677
GENEROSO DO NASCIMENTO TEIXEIRA FILHO,-25.4556649,-49.2015625
FRANCISCO MENDES,-25.4285015,-49.3169417
GUILHERME OTTO,-25.3548986,-49.2591009
OTÁVIO GANZ,-25.4303966,-49.3170079
VALÉRIO SPRADA,-25.5599655,-49.2526506
rua victorio  jose da roda,,
MIRADOR,-25.5254092,-49.2375538
JOSE DE MELLO BRAGA JUNIOR,-25.4632407,-49.2256723
AV. DA INTEGRACAO,-25.4063939,-49.2065699
AV. MANOEL RIBAS,-25.4101076,-49.3209415
RUA MANOEL KEMP,-25.4766643,-49.1915363
CAPITAO MANOEL PACHECO DA COSTA,-25.394834,-49.2618248
VALDOMIRO SILVEIRA,-25.3848684,-49.2526703
CIDADE DE OURO,-25.5336771,-49.2593192
TRINTA E UM DE MARÇO,-25.5247889,-49.3011595
HAMILTON PINTO ALVES,-25.5495636,-49.2520655
JOÃO LOPRETE FREGA,-25.3955573,-49.2700187
DOUTOR MBÁ DE FERRANTE,-25.3878323,-49.3048764
Comandante José geiss,,
SÃO SEBASTIÃO,-25.4052135,-49.2614777
PROFESSOR HAMILTON LAZAROTO DE OLIVEIRA,,
ESTRADA DO GANCHINHO,-25.57827,-49.2656484
br 116,,
PROFESSORA JULIA VALERY LEGAT NEAL,-25.5095144,-49.2723499
ANDRÉ DE BARROS,-25.4348439,-49.2688101
DOS PIONEIROS           LT E E  COPEL,,
GUSTAVO SHINEIDER,,
DOMINGOS RIBEIRO BATISTA,-25.5128041,-49.3173802
SALVADOR DE MAIO,-25.4509796,-49.241743
DEPUTADO TENÓRIO CAVALCANTI,-25.4812063,-49.2043536
ALBINO EVALDO MÜLLER,-25.4572854,-49.3808305
ALBERTO SEIBON,,
MADALENA TABORDA  RIBAS,,
RUA ARACARI,-25.5224991,-49.2842134
HIPOLITO RODRIGUES DA ROCHA,-25.4618693,-49.2387264
ÂNGELO ROSSA,-25.4518352,-49.347392
CAMLA BELEM,,
R DIVA REGNIER BARROZO,-25.5579549,-49.2788241
IRMÃ FLORA CAMPOSTRINI,-25.4639988,-49.3529595
MARIA QUITÉRIA,-25.46467225,-49.31039474159057
ANTONIO MEIRELLES SOBRINHO,-25.4466121,-49.2176235
JOSE VIEIRA DE PAULA,-25.5402569,-49.2588639
REINALDO RICHTER,-25.4573268,-49.3231063
GUILHERME LANGNER,-25.5408493,-49.2992255
ELOY DE ASSIS FABRIS,-25.488733,-49.2816424
MANOEL EURICO DE MIRANDA,-25.501421,-49.3432394
ZÉLIA MOURA SANTOS,-25.4341592,-49.2518276
DA FUNDIÇÃO,-25.4632021,-49.2383343
GUILHERME SCROCCARO,-25.5540427,-49.296349
VEREADOR SALIM CHEDE,-25.3922242,-49.264714
CORONEL ALFREDO FERREIRA DA COSTA,-25.4691601,-49.2186687
DOUTOR SOBRAL PINTO,-25.5045106,-49.3347381
FANNY BERTOLDI,-25.5910072,-49.3401794
CEZARIO CURIAL,-25.389729,-49.2943006
AGATHE BARBARA BARZ,-25.4033996,-49.3166358
IRINEU ARAUJO,-25.3713941,-49.2401767
PAULINO LEITOLES,-25.4638841,-49.302203
CANDIDO HARTMAM,,
DANTE ANGELOTE,-25.419408,-49.2240567
celso pascale milane,,
republica argentina,-25.4592365,-49.5426067
PEDRO GABARDO,-25.4954158,-49.2610765
Candido Hartamann,,
Alto Vile Michaele,,
BÁRBARA CVINTAL,-25.4395555,-49.3199015
FRANCISCO SAROT,-25.5623811,-49.3152983
ENGENHEIRO JOÃO VISINONI,-25.4378069,-49.360039
COMANDANTE JOSÉ JEISS NETO,-25.5615148,-49.3121649
MANOEL SILVÉRIO DOS SANTOS,-25.3916057,-49.3439621
CELESTE PASCHOAL MILANI,-25.3589973,-49.229904
TOBIAS BARRETO,-25.4181357,-49.2371927
mario gasparin,-25.544975,-49.2535507
PC. TIRADENTES,-25.42973535,-49.27195436119148
AV. PARANA,-25.4081988,-49.2540305
LEOCRIDES P. MACEDO,,
HERMES MARQUES,-25.3705451,-49.2099431
DR. NELSON LUIZ WOISKI VELOSO,,
JOÃO BALLA,-25.4178272,-49.3394724
FELICIO ZIBARTH,-25.4980034,-49.2146787
JOÃO MARTINSKI,,
VICTÓRIO VIEZZER,-25.4121028,-49.2941241
ADRIANÓPOLIS,-25.5387688,-49.2762357
PROFESSOR ZIMMERMANN,-25.5257673,-49.2887543
CARLOS CESAR RIGOLINO,-25.5541589,-49.3363273
