LOGRADOURO_NOME,LATITUDE,LONGITUDE
Antônio Moreira Lopes,-25.4814346,-49.1948837
Oliveira Bello,-25.4328007,-49.2729081
RADIALISTA RUBENS CHAGAS,-25.5018344,-49.3359183
Olívio Domingos Leonardi,-25.5463474,-49.2685492
Marcos Nelsom Casagrande,,
ÂNGELA GABARDO PAROLIN,-25.5936614,-49.3158847
WALDEMIRO ZILIOTTO,-25.4833912,-49.3062322
quartel general policia militar,,
Allan Kardec,-25.4063063,-49.2774844
dos Ipês,-25.45975845,-49.3257506221334
Vereador Adeodato Volpi,-25.497933,-49.2944889
RUA DILVAIR ARAUJO STELLFELD,,
VEREADOR ANTÔNIO DOS REIS CAVALHEIRO,-25.4035301,-49.2483876
Rua Fanny Bertoldi,-25.5910072,-49.3401794
ANNA JARVIS,-25.5373207,-49.2322012
Desembargador Westphalen,-25.4389366,-49.2699616
ilha de granada,-25.410993,-49.2369281
ERNÂNI BENGHI,-25.5424437,-49.2668648
EMBAIXADOR JOSÉ CARLOS DE MACEDO SOARES,,
desembargador westfalen,,
lodovico geronasso,,
josé kuster,-25.4424755,-49.5459721
PROFESSORA MARIA BRÍGIDA NORONHA DOS SANTOS,,
NATAL CECONE,-25.4359354,-49.3318054
Maringá,-25.4354823,-49.2562512
lourival dos santos,-25.4595108,-49.1371004
São Brás,-25.5066252,-49.3258352
Padre Souto Maior,,
Américo Pasini,-25.4460017,-49.2173374
AFONSO DE LIMA,-25.5009191,-49.1848904
Arlindo de Lara,-25.3857102,-49.2209615
General Luiz Carlos Pereira Tourinho,-25.5882203,-49.3438164
PAULO RIBEIRO,-25.5408256,-49.2621001
PASTOR ANTÔNIO CARDONA AGUIAR,-25.488825,-49.2833215
NATHÁLIA BOZZA,-25.5654636,-49.2832187
Almoxarifado Secretaria Estadual da Saúde,,
Capitão Qao Milton Stricker,-25.579268,-49.3202193
rua 1,-25.4767759,-49.3187541
JOÃO KRASINSKI,-25.3791545,-49.2751322
VICENTE GOTRIFID,,
Celestino Júnior,-25.4212945,-49.2790052
regional cic,-25.5144463,-49.31962374929189
Coronel Amazonas Marcondes,-25.4054306,-49.2474248
Senador Souza Naves,-25.4306986,-49.2555639
Vitória Grassi Matei,,
ary taborda,-25.5571812,-49.2513026
Rogério de Macedo Postarek,-25.574081,-49.3260037
Monsenhor Dunand,-25.4859244,-49.2040435
do Japão,-25.44563765,-49.28710041819747
Adalberto Tadeu Vorobi,-25.4473373,-49.2028721
Capitão João Ribas de Oliveira,-25.4648193,-49.2470621
São Gabriel,-25.3371212,-49.2001897
Otelo Queirolo,-25.4342254,-49.3077685
Arlene Maria Hansel,-25.46574345,-49.24028929610167
Álvares de Azevedo,-25.4813204,-49.3461814
ANTÔNIO DE LIMA CASTRO,-25.4710198,-49.3104804
João Gava,-25.3861345,-49.2728614
Luiz Xavier,-25.4321506,-49.2742701
Neusa Gusso,-25.5888009,-49.3406622
Kornel Denega,-25.46640635,-49.29026199626793
Paula Freitas,-25.5414296,-49.2418319
Padre José Poliga,-25.4712125,-49.1946432
Abílio de Abreu,-25.4574126,-49.24670841714146
Jorge Haikel Fahd,-25.49716365,-49.28803449923343
MARINA TEIXEIRA DA CUNHA,-25.5605023,-49.2712006
Olegário Maciel,-25.4872618,-49.3335875
Vinte e Nove de Março,-25.4281667,-49.28566082735
DOUTOR PAMPHILO D ASSUMPÇÃO,,
rua euclides bandeira,-25.4171347,-49.270817
JOSÉ ELEZEU RIBEIRO,-25.3545284,-49.2725481
Prof. Brasílio Ovídio da Costa,-25.4624533,-49.3070959
JOSÉ MILLECK,-25.3932687,-49.2431544
ÂNGELO GULIN,-25.3748193,-49.2377565
Doutor Honestalio Guimarães,-25.5946467,-49.4122995
LUIZ JÚLIO,-25.3148618,-49.2660709
PROFESSOR GASPAR LUIZ DE LACERDA PINTO,,
praça plinio tourinho,-25.44023705,-49.25455737467148
LOANDA,-25.5242301,-49.236662
Alfredo José Pinto,-25.4775291,-49.3260238
luiz leão,-25.42467395,-49.2675350043881
Professor Fernando Carneiro,-25.4575492,-49.25471091444954
BENEDITA CÂNDIDA DA SILVA,-25.499748,-49.320703
luis gonsaga,,
Fagundes Varela,-25.4142508,-49.2317484
Antônio Lago,-25.3874926,-49.2405295
rua do comercio s/n,-25.4679638,-49.5221432
JOSÉ SABOIA CORTES,-25.4071092,-49.2695693
praça do bolso(ciclista),-25.42845615,-49.26849984596038
VILLA-LOBOS,-25.498460100000003,-49.313155404736015
R. Tenente Coronel Vilagran Cabrita,-25.5172179,-49.2367114
Vicente Ciccarino,-25.3983324,-49.2514883
Rua Marechal Otávio Saldanha Mazza,-25.5057873,-49.2974215
Ângelo Dallarmi,-25.4170334,-49.3355289
br 116 - regis bittencout,,
Reinaldo São Braz Fabrim,-25.44814,-49.2189224
Deputado Mário de Barros,-25.4115983,-49.2712154
Félix Francisco Juglair,-25.4104142,-49.3555413
Cireneo de Moraes,-25.3831491,-49.1975762
Lamenha Lins,-25.437908,-49.2766076
Professor Júlio Theodorico Guimarães,-25.5306286,-49.277729
Gottlieb Rosenau,-25.4320866,-49.2357692
Alfredo Hauer,-25.48238825,-49.25584313822944
Aviador Luiz Bergmann,-25.3943212,-49.233283
Eurípedes Garcez do Nascimento,-25.4086493,-49.2663284
Curitiba - Ponta Grossa Br-277,-25.4381926,-49.2607929
OVÍDIO ALBERTO DE CARVALHO,-25.5128663,-49.3294894
Coronel Domingos Theodorico de Freitas,-25.5454217,-49.2660533
Daisy Luci Berno,-25.4672599,-49.2571326
Francisco Rocha,-25.44788855,-49.22542364603135
Albino Raschendorfer,-25.4128386,-49.2874457
Governador Jorge Lacerda,-25.4593024,-49.2477145
André Ferreira Barbosa,-25.5159585,-49.2937629
THEÓPHILO BENATO,-25.4054124,-49.3519442
Liguaru Espírito Santo,-25.3929371,-49.357515
Sinfronio Mesa Neto,-25.5621263,-49.3385241
Theóphilo Benato,-25.4054124,-49.3519442
PEDRO DZIERYULSKI,-25.4463002,-49.227848
Desembargador Arthur Leme,-25.4002969,-49.242326
Desembargador Carlos Pinheiro Guimarães,-25.5404544,-49.2492735
José Picussa,-25.4738654,-49.3612091
Publico,-25.42576875,-49.26724333840796
Araújo Porto Alegre,-25.458213,-49.247551
Nd2 - Tatuquara,-25.5642128,-49.3335459
Filósofo Huberto Rohden,-25.5384081,-49.2774915
Antônio Razera,-25.5348716,-49.26283
Justo Manfron,-25.368604,-49.3258306
Professor João Doetzer,-25.4672416,-49.2214867
MARIA DOS SANTOS CANTARINO,-25.5488215,-49.2721199
COMENDADOR FUNABASHI TOKUJI,,
Helena Tortato,-25.5884223,-49.3302978
Leoncio Lopes Cortiano,-25.5052053,-49.2609885
Hamílcar Pizzatto,-25.5564276,-49.3382343
Joao Bonat,-25.4943651,-49.2951252
ACESSO DE PEDESTRE VALDEMIRO NATALIO BORDENOWSKI,,
Marechal Deodoro,-25.4272561,-49.2547633
Monsenhor Celso,-25.4327407,-49.2700594
Prefeito Erasto Gaertner,-25.4048301,-49.2452723
BR-476 km 147,-25.5497186,-49.3265483
Nossa Senhora Da Luz,-25.50747275,-49.31743184391462
Carlos Pradi,-25.4573482,-49.2308279
ANTÔNIO AUGUSTO FIORENZANO,-25.3740027,-49.3269129
JÚLIO SALSAMENDI,,
Fioravante Dalla Stella,-25.4321712,-49.246265
Luiz Massuquetto,-25.3951085,-49.2194804
Tenente Coronel Benjamin Lage,-25.4985457,-49.2185222
REGIONAL CIC,-25.5144463,-49.31962374929189
Nossa Senhora da Luz,-25.50747275,-49.31743184391462
Eunice Betini Bartoszeck,-25.4852182,-49.2031916
Capitão Tenente Máris de Barros,-25.4714956,-49.3034421
Expedicionário Emídio Roque Rattmann,-25.4480574,-49.2186495
Villa-Lobos,-25.498460100000003,-49.313155404736015
PROFESSOR ANTÔNIO TUPY PINHEIRO,-25.3827974,-49.2457692
Miguel Abrão,-25.478588,-49.3014954
Francisco Zuneda Ferreira da Costa,-25.4099361,-49.217856
Tobias Bueno Arruda,-25.4529976,-49.30966506479659
Maestro Bento Mossorunga,,
Martim Afonso,-25.4350818,-49.3016891
Praça Renato Zorze,-25.4719113,-49.22687880026678
MARIA ORTOLANI GUBERT,-25.5953089,-49.3338048
Rosamélia de Oliveira,-25.4583925,-49.3256163
Paulo Roberto Rego Barros Biscaia,-25.4798368,-49.3354449
Ciro de Castro,-25.4706904,-49.3419929
Guarapuava,-25.47108945,-49.34198253206934
Francisco Zuneda Ferreira Da Costa,-25.4099361,-49.217856
Senador Alencar Guimarães,-25.4343623,-49.2744929
Paulo Friebe,-25.4159416,-49.2163571
João Surian,-25.4865648,-49.305203
Milton Miramir Visinoni,-25.5434313,-49.2502128
Pedro Picussa,-25.557256,-49.2822219
29 De Marco,-25.4283807,-49.2849843
Pantanal,-25.53659805,-49.231841310124494
Maria da Luz Batista,-25.5806983,-49.332764
Riachuelo,-25.4301318,-49.2707621
ALICE ADÉLIA DE OLIVEIRA,-25.5129322,-49.3353296
da lapa,-25.9460632,-49.7953069
ENGENHEIRO DURVAL EDUARDO PACHECO DE CARVALHO,-25.3965968,-49.3452525
Elias Abdo Bittar,-25.46152735,-49.27967946906173
Josefa Cecília Portela,-25.518376,-49.3297894
Ozório Duque Estrada,-25.4192028,-49.2264798
DEPUTADO ANTÔNIO BABY,-25.4462271,-49.2927368
Padre Silvestre Kandora,-25.4369108,-49.3537328
PANTELIS STERGOV ZAFIRES,-25.5071935,-49.32316685249826
ÉRICA SIEGMUND,-25.3878005,-49.2815173
ALTENÊNCIO GABARDO,-25.4396427,-49.314553770520405
ACESSO 04,-25.4447447,-49.2588416
zires feRREIRA RIBAS,-25.539989,-49.233127
Theophilo Benato,-25.4054124,-49.3519442
Maria Bergamin Andretta,,
ANTÔNIO KORMANN,-25.5951149,-49.3327907
Anna Maurer Rutz,-25.38249775,-49.24733769038236
RUA OLANDA,,
JORGE RIBEIRO,-25.3860398,-49.1979162
WALDERMAR CAVANHA,,
SEBASTIÃO MARCOS LUIS,-25.4622094,-49.206123
Romeu Bach,-25.4972957,-49.2278698
Padre João Wislinski,-25.3755468,-49.2195336
Aquelino Orestes Baglioli,-25.4498337,-49.2451981
Halim Youssef Ghanem,-25.5017054,-49.3227983
Prefeito Ângelo Ferrário Lopes,-25.4339093,-49.2442411
Professor Brasílio Ovídio da Costa,-25.4624533,-49.3070959
DIAMIRA VALÉRIO RUTHES,-25.5857632,-49.3189594
Sofia Hacker Optz,-25.5385712,-49.2835124
Francisco Licnerski,-25.4811062,-49.2031104
Clovis Edilberto D Assumpcao,-25.3838017,-49.236631520054914
Francisco Castellano,,
Cristiano Strobel,-25.5097424,-49.2533994
Arlíndo Araújo Sobrinho,-25.4761005,-49.2420925
Fernando Simas,-25.4287522,-49.2901491
Jornalista Reinaldo Dacheux Pereira,-25.5064458,-49.3120387
LÍVIO MOREIRA,-25.3976347,-49.2686615
Doutor Alexandre Gutierrez,-25.4467452,-49.2858518
PROFESSOR IRLAND GODOY,-25.3986119,-49.2947276
ROAD,,
Wilsom Gomes Ramos,,
Engenheiro Eduardo Afonso Nadolny,-25.5487501,-49.339956
de Itu,-25.4649519,-49.2398755
Emílio Romani,-25.530251,-49.3354382
Paulo Robl,-25.535389,-49.2613758
Benedito Bley,-25.45374,-49.2042196
Soldado Gregório Kislek,-25.5305276,-49.2502662
MONSENHOR JOÃO AUGUSTO SOBRINHO,-25.4616344,-49.3506124
Teodoro Nardi,-25.5557131,-49.2813901
Bronislau Sitorski,-25.5050747,-49.3390417
Professor Sebastião Paraná,-25.4601394,-49.294228
Desembargador Joaquim Ferreira Guimarães,-25.5579011,-49.3275552
João Mendes da Silveira,-25.5215369,-49.3025333
Euzebio Sebastiao Ritzmann,-25.426151,-49.3229474
Maria Kustumack,-25.5008946,-49.3192439
PASTOR LUIZ ANTÔNIO ALVEAR LAGOS,-25.5142399,-49.3254842
Muzambinho,-25.3832632,-49.3354741
Henrique Correia,-25.4068797,-49.2037646
Japao,-25.44563765,-49.28710041819747
DOUTOR JOAO MOTTER,-25.4429113,-49.331416
Holanda,-25.3906389,-49.2574757
Doutor Mohty Domit,-25.4156722,-49.231691
Adelino Vessossi,-25.4721131,-49.3243247
Emirados Arabes Unidos,-25.5432395,-49.28382993138598
UBALDO BRUNATTI,-25.4301148,-49.3517708
Celeste Tortato Gabardo,-25.544066,-49.2810614
João Antônio Xavier,-25.4594021,-49.2717911
da República,-25.37775965,-49.25261099538305
Olívio José Rossetti,-25.5742764,-49.3348542
Cidade De Missal,-25.3839791,-49.1983957
Recanto dos Eucaliptos,-25.5297775,-49.24194950664956
Trinta e Um de Março,-25.5247889,-49.3011595
Agostinho Legros,-25.5176258,-49.23579871475943
Marechal Humberto de Alencar Castelo Branco,-25.4293468,-49.2408984
Nilson Trinkel,-25.5256659,-49.2519153
Julieta Ziliotto,,
Isolde Torquato Tilio,-25.5033811,-49.3057228
SÃO JOSÉ DA BOA VISTA,-25.4117066,-49.3595131
Brigadeiro-do-Ar Mário Calmon Eppinghaus,-25.41521615,-49.253029296503456
José Brum,-25.5030171,-49.2616546
Alfredo Heisler,-25.395895,-49.2222786
Rio Guaíba,-25.3981535,-49.1975238
Padre José Martini,-25.3834012,-49.3305962
Sezinando Cordeiro da Silva,-25.3499044,-49.2484368
Professor Zimmermann,-25.5257673,-49.2887543
Sebastião Rodrigues dos Santos,-25.4735726,-49.2412788
QUINZE DE OUTUBRO,-25.4691758,-49.2041916
Professor Rubéns Gomes de Souza,-25.4321045,-49.2216924
SEBASTIAO MARCOS LUIZ,-25.463575,-49.2106571
Madame Curie,-25.5200683,-49.2888655
Expedicionário Eliseu José Hipólito,-25.4473398,-49.0683466
CICERO FRANCA,-25.5137724,-49.3235915
rua do comercio,-25.4679638,-49.5221432
PREFEITO ANGELO FERRARIO LOPES,-25.4339093,-49.2442411
Sen. Souza Naves,,
DOUTOR ALUIZIO FRANCA,-25.4314833,-49.3098179
DOUTOR HEITOR VALENTE,-25.4308876,-49.2256513
Colombo,-25.3094603,-49.18507242898573
Pedro Siemens,-25.5122558,-49.2662323
LIBIA,-25.3812334,-49.216126
Fortaleza,-25.4553383,-49.2061355
JOÃO Cicória,,
FRANCISCA BERALDI PAOLINE,,
Sao Francisco,-25.4237543,-49.2770883
Carlos Roberto Ferreira,-25.5400689,-49.2703357
FRANCISCO WALESKO,-25.451713,-49.2087605
DOUTOR FLÁVIO LUZ,-25.4108892,-49.2559475
rua alferes poli,-25.4609829,-49.2618773
Deputado Pinheiro Júnior,-25.5590567,-49.2838863
Doutor Flávio Luz,-25.4108892,-49.2559475
ESCADARIA ARCADAS SÃO FRANCISCO,,
Rua Zires Ferreira Ribas,-25.539989,-49.233127
MADRE EMÍLIA RIQUELME,-25.5442128,-49.2771041
CURITIBA-QUATRO BARRAS,,
Vereador Aurelino Mader Gonçalves,-25.5176802,-49.2666848
Praça Maria Regina Predebon Vanzo,-25.4822364,-49.3061859681445
OLÍMPIO GUERNIERI NETO,-25.5946498,-49.3300181
Cecília Vigo Bruzamolin,-25.5951268,-49.3289774
EMERSON APARECIDA RODRIGUES,,
VOLMAR ANTÔNIO DAROIT,,
Waldomiro Daldigan,-25.4915573,-49.1996567
SUBTENENTE JOSÉ MAKAHIN,-25.4389992,-49.3521435
Virgínia Dalabona,-25.4294704,-49.358225
Luiz Del Gobbo,-25.4977866,-49.2974125
Carlos Eduardo M Merce,,
José Michna Filho,-25.4257919,-49.3555251
Luiz Gurgel do Amaral Valente,-25.5459195,-49.2700577
Eduardo Couture,-25.4633801,-49.2265883
Moreira Sáles,-25.5316541,-49.2656924
Eloi Orestes Zeglin,-25.5062931,-49.2907031
Tunísia,-25.4679231,-49.1999142
EDUARDO WOLANSKI,-25.471153,-49.3258506
Tommaso Campanella,-25.3703821,-49.2539096
ROGÉRIO GIMENEZ,-25.527667,-49.2662019
Visconde de Abaeté,-25.4263025,-49.2010945
JOSÉ BOIKO,-25.4222848,-49.3346323
Comendador Correia Júnior,-25.4636352,-49.2273928
PRAÇA ALTO BELA VISTA DO PASSAÚNA,,
Aroldo Coture,-25.5039841,-49.3219788
praça jardim da ordem,,
heitor presto,,
PAULO CÉSAR RODRIGUES DE ALMEIDA,-25.4870283,-49.1970352
ZILAH WALLBACH PRESTES,,
João Enéas Ramos de Sá,-25.5666686,-49.3377609
Pelegrino Azzolin,-25.5572108,-49.2484323
Pastor Antônio Pólito,-25.527586,-49.2401264
Luciano Hella,-25.4409861,-49.3156229
Engenheiro Gil Reinaldo Glaser,,
BRIGADEIRO EPPINGHAUS,-25.41521615,-49.253029296503456
VERA LÚCIA VIEIRA BARTENICK,-25.3681358,-49.2356966
MATELÂNDIA,-25.5171636,-49.2481019
Doutor José Palú,-25.4827251,-49.2883819
Doutor Brasílio Ferreira da Luz,-25.4602675,-49.2224445
Coronel Victor Agner Kendrick,-25.5320968,-49.257285
Francisco Hernandes Bastida,,
ANTÔNIO GRADE,-25.4083043,-49.2921622
eufrásio Correia,-25.4371311,-49.2667891
ENGENHEIROS  REBOUÇAS,-25.4451465,-49.2680593
LORENÇO COSTA,-25.4000331,-49.3180829
ENGENHEIRO ONALDO PINTO DE OLIVEIRA,-25.4584537,-49.3464241
Doutor Homero Ravedutti,-25.3825428,-49.1968207
ROSA MACHADO,-25.3842908,-49.2640948
DOUTOR MARÇALLO TISSOT,-25.4288865,-49.3315852
Luiz Homann,-25.4206618,-49.3558047
Rosa Kaint Nadolny,-25.4392402,-49.3375829
Ébano Pereira,-25.4274846,-49.2757487
tulio vargas,-25.4561224,-49.34927153897394
Egydio José Busnardo,-25.5353554,-49.26360997430955
José Clementino Bettega,-25.4994147,-49.2992511
Niccolo Paganini,-25.4054982,-49.2873385
Brasília,-25.4295963,-49.2712724
Eros José Alves,-25.4419264,-49.2189682
Rio Xingu,-25.4033667,-49.2027996
Caviúna,-25.405721,-49.2180169
José Symchack,-25.5215954,-49.2852745
Ada Macaggi,-25.4244358,-49.2084475
JOSÉ OSINSKI,,
MOACIR VIEIRA GOMES,-25.4480193,-49.3490036
DAVID ROGOS SCHMITZ,,
OSMAR HILBERT,-25.491779,-49.2550815
Maria Beatriz Rotta,-25.4053773,-49.2227349
DEP. MÁRIO DE BARROS,-25.4115983,-49.2712154
Professor Rubens Oscar Guelli,-25.5486296,-49.2731031
Doutor Sebastião Farajala Bacila,-25.4476461,-49.2188048
Thereza Thomazzi,-25.5457821,-49.2817199
Castro,-25.456978,-49.22555907413123
José Maria Wabeski,-25.3941036,-49.319109
Elvira dos Santos Goulart,-25.5114644,-49.3217393
das Carmelitas,-25.5062799,-49.2283548
Lafayette Queirolo,-25.4717801,-49.22311650175083
Diamante do Norte,-25.4850196,-49.3440551
LUIZ CARLOS ALBORGUETTI,,
ARLINDO SCARAMUZZA,-25.4914993,-49.2181489
DÉCIO BRONZE DE ALMEIDA,-25.5351337,-49.2311735
João Eloy de Souza,-25.5269106,-49.2654022
Araripe Júnior,-25.4842553,-49.3293573
Pedro Corrêa da Cruz,-25.4194125,-49.363073
Henriqueta Parolin Schiavon,-25.5530467,-49.2694619
Sêneca,-25.5461421,-49.2133016
Nabal Guimarães Barreto,-25.4251906,-49.3539122
Villa Lobos,-25.498460100000003,-49.313155404736015
João Batista Rossato Belinázo,-25.4412723,-49.3592453
ELZA LUTTMANN,-25.4883931,-49.199769
do Servidor Público,-25.5091784,-49.3253008
Aparecida Garavello de Almeida,-25.5008382,-49.3205036
egídio jose bonardo,,
SÃO JOÃO BOSCO,-25.5080364,-49.3261056
oswaldo portugal lobato,-25.379429,-49.2336939
bella vista do passaúna,,
Antônio Zak,-25.5360676,-49.2462202
Cypriano Ribeiro Cid,-25.5449741,-49.2489642
Sargento Carlos Argemiro de Camargo,-25.4750214,-49.2333196
Capitão Argemiro Monteiro Wanderley,-25.5108553,-49.3086247
OLÁVIO BARWIK,,
VICTÓRIO GASPARIN,-25.3945335,-49.2867433
Espírito Santo,-25.4671982,-49.2743576
Líbero Sant Ana Nunes,-25.509019,-49.2663017
GERALDO CESAR SGANZELA,,
Alzira M Pinheiro Machado,,
pastor walter klem,,
Nunes Machado,-25.4477004,-49.2706346
ANIBAL KHURY,-25.3188783,-49.29274441180857
Décio Barreto,-25.5035808,-49.3234303
tenente tito teixeira de castro,-25.4953028,-49.2502301
quatro barras,-25.3708987,-49.0745672
luiz golin,,
MARIA STACHEKI DE OLIVEIRA,,
ÉLCIO GUSSO,-25.4951091,-49.28720335161236
XXV DE DEZEMBRO,-25.4932496,-49.3477964
MANOEL RIBas,-25.4245106,-49.2795089
Paulina Ader,-25.4989534,-49.297631
Maria Cecília Aguiar de Toledo Piza,-25.5104268,-49.3241302
José Gomes de Mello,-25.4957427,-49.2240855
Monsenhor Manoel Vicente,-25.4620097,-49.285861
CARLOS SCHWARZBACH,,
São Mateus,-25.4768384,-49.2969519
Gregório de Matos,-25.3976347,-49.2686615
Lothario Boutin,-25.5090895,-49.2918462
iberê,-25.3887332,-49.23174883086365
Zelinda Fanini Schier,-25.49416295,-49.26334103845109
PADRE SIGISMUND PIETROWSKI,-25.3797493,-49.2791887
DOUTOR EDMIR SILVEIRA D ÁVILA,-25.4532396,-49.3060283
SALVADOR JOSE CORREIA COELHO,-25.452282,-49.3548866
Adolpho Bertholdi,,
SÃO PEDRO MARIA CHANEL,-25.492963,-49.3507326
Bento Munhoz da Rocha Neto,-25.46566635,-49.277342558624895
Desembargador Édison Nobre de Lacerda,-25.3803026,-49.3232924
Sagrado Coração de Jesus,-25.453425000000003,-49.28127580690597
Batista Ganz,-25.4290521,-49.3183129
"rua  A, 43 - Açucena",,
GERSON FELICIO DOS SANTOS,-25.4969634,-49.2882588
Marcelino Iachinski,-25.482522,-49.3127576
Egas Rosa Sampaio,-25.3575177,-49.2747164
Eulívio Pastre,-25.54056,-49.250344
ARACAÇU,-25.4925062,-49.2115482
LUIZ LEITNER,-25.4314883,-49.3067754
Vinicio Machado,,
rua a,-25.4936652,-49.2056273
Delegado Leopoldo Belczak,-25.443329,-49.2084959
DOUTOR JOÃO CARLOS HARTLEY GUTIERREZ,,
FANTINATO,-25.3900079,-49.2050698
jardinete tingui,-25.3936509,-49.216315580777085
Hayton da Silva Pereira,-25.4407665,-49.2169331
AIDÉ GOMES GONÇALVES,,
José Binhara,-25.4537072,-49.2206684
RUA DO COMERCIO,-25.4679638,-49.5221432
Christiano Schmitz,-25.5081219,-49.2802219
DO PORTO,-25.355481,-49.1779996
AGOSTINHO NAREZI,-25.4547582,-49.2940094
CECÍLIO TONIOLO,-25.466035,-49.2927991
marechal malett,,
Doutor Faivre,-25.4259993,-49.2629093
ANTÔNIO LUIZ DE OLIVEIRA,-25.6820776,-49.2191872
Dilermando Pereira de Almeida,-25.5298837,-49.2894497
FÁBIO ROGÉRIO BERTOLI ARNS,,
GLÁUCIO BANDEIRA,-25.3981281,-49.2625708
aristides outerial hoefel filho,-25.5419018,-49.27197821733756
Benjamin Lins,-25.4401449,-49.2818058
Desembargador José Carlos Ribeiro Ribas,-25.3773462,-49.2777498
ANTÔNIO GONGOLA,-25.3858466,-49.2365583
Camoes,-25.4362149,-49.32395851092316
Camões,-25.4362149,-49.32395851092316
FÁBIO FANUCHI,-25.3688682,-49.2194532
Santa Ângela de Foligno,-25.5148409,-49.3213028
WALTER GUIMARAES DA COSTA,-25.3896069,-49.2657096
Vasco Taborda Ribas,,
Engenheiro Benjamin de Andrade Mourão,-25.4475033,-49.2183263
LUIZ VENÂNCIO,-25.4866166,-49.1969727
Mane Garrincha,-25.51196935,-49.33767037534782
Pacífico Guimarães Teixeira Filho,-25.4798142,-49.2364738
ALCEU WITHERS HOFFMANN,-25.5931683,-49.3312041
ANTÔNIA PEREIRA CARON,-25.4580007,-49.3558423
PEDRO LAZARes,,
ARION JOSÉ LOUREIRO DE ANDRADE,-25.3854764,-49.199543
Rua Professor David Rogos Schmitz,,
sANTOS ANDRADE,,
MÁRIO PINHEIRO,-25.4897487,-49.3204942
ROLFE MERTENS,-25.3996833,-49.2784668
Adão Paulo Majewski,-25.4249873,-49.3373452
LUDOVICO LANGOSKI,-25.3670902,-49.2480774
Adriana Ceres Zago Bueno,-25.5588526,-49.3412284
Santo Agostinho,-25.4461702,-49.230191
Arthur Nepomuceno,-25.5001819,-49.2203015
JUSCELINO KUBITSCHEK DE OLIVEIRA - LD,,
heitor oscar prados,-25.5315635,-49.26359833430472
San Martin,-25.3736269,-49.328863
ROGÉRIO PAULO CRUZ,-25.5020303,-49.3249586
PROFESSOR DÁRIO GARCIA,-25.4047192,-49.3009072
das pedreiras,-25.3839257,-49.27733216698853
vicente alves padilha,-25.5605023,-49.2712006
Baldur Magnus Grubba,-25.4833675,-49.3129869
Pergentina Silva Soares,-25.444492,-49.2492766
DOUTOR LUISNEI RODRIGUES DA SILVA,-25.51115615,-49.24575181696069
CARLOS AFFONSO MEISSNER OSORIO,-25.4641325,-49.2688201
Nelson Thomaz,-25.4132027,-49.3556601
CHAIM LEIB BOIKO,-25.5135025,-49.3215987
Deputado Waldemiro Pedroso,-25.4925147,-49.2942508
Atílio Bório,-25.4336285,-49.2533351
Paulo Gorski,-25.4378779,-49.3223517
Alferes Poli,-25.4609829,-49.2618773
Av. do Comércio,-25.621248,-49.3567832
rua flavio pelanda,,
Rua João Wisniewski,-25.4529697,-49.2165951
Madre Carmela de Jesus,-25.4596078,-49.3426604
Dom Pedro I,-25.4592857,-49.2825519
Maria Etelvina Antunes de Sá,-25.5472616,-49.3378094
Infante Dom Henrique,-25.4953941,-49.2773274
EUGÊNIO LINK,-25.4900695,-49.3339832
DOUTOR SÉRGIO FRANCISCO DE SOUZA CASTRO,-25.4913457,-49.2258174
São Roque,-25.45419945,-49.09679019149769
Maria Homan Wisniewski,-25.4551169,-49.346905
Presidente Rodrigo Otávio,-25.4246921,-49.2444972
Professor Assis Gonçalves,-25.46467935,-49.28554582875637
VERA VARGAS,-25.46484975,-49.31949971336118
SOLDADO GIOVANI DAL  NEGRO,-25.4540306,-49.3389731
CELSO LUIZ DO VALE,-25.4929893,-49.2051508
JORNALISTA LUZIMAR DE MARIA DIONYSIO,-25.5452975,-49.248039752451646
Prefeito Ângelo Lopes,-25.4339093,-49.2442411
PEDRO LAZARte,,
mario romagnoli,-25.4496735,-49.2459395
Alfredo vieira barcelos,-25.4692146,-49.2279114
ANTÔNIO DE OLIVEIRA FURMANN,-25.3869221,-49.25885
RUI CASTRO DOS SANTOS,-25.4177982,-49.25141489192225
TENENTE-CORONEL MANOEL MIGUEL RIBEIRO,-25.4147237,-49.2829422
Alexandre de Gusmão,-25.4207812,-49.239671
antonio gunha,-25.4585031,-49.29889305718501
BRUNO SCHAFFER,-25.4063411,-49.2894152
Oscar Niemeyer Mon,-25.40997925,-49.267199383129054
senador souza naves,-25.4306986,-49.2555639
ERNESTO RONCHI,-25.5583936,-49.3168359
Alberto Stenzowski,-25.4821974,-49.2944168
Antônio Chueda,-25.5745006,-49.2545816
Padre Karol Dworaczek,-25.4698275,-49.1946773
Treze De Maio,-25.4246285,-49.2790848
pista de skate autódromo,,
madre cleia merlone,,
GUILHERME WALTER LOWRI,,
Francisco Lopes de Oliveira,-25.4619788,-49.1977228
São roque,-25.45419945,-49.09679019149769
Bolso do Ciclista,-25.42845615,-49.26849984596038
Amadeu do Amaral,-25.467733,-49.3100439
DES. BENVINDO VALENTE,,
ALETE DACHEUX STORI,,
FRANCISCO LACHOWSKI,-25.4389032,-49.3045694
Lago Azul,-25.57171335,-49.27042189864291
ANTÔNIO FALCÃO,-25.4119106,-49.3109616
SEBASTIÃO ARANTES MARQUES,-25.5502941,-49.2540461
ODALEA COSTA ÁGUAS,-25.4556277,-49.1973782
Município de Enéas Marquês,-25.4779896,-49.3422965
