descBairro,month_year,qtde_boletins,horaFato,tipo
TATUQUARA,2017-06,112,1389,Furto/Roubo
PILARZINHO,2017-06,4,43,Estelionato
BOQUEIRAO,2017-06,223,2743,Furto/Roubo
FAZENDINHA,2017-06,32,437,Violência Doméstica
SANTA CANDIDA,2017-06,41,591,Violência Doméstica
VILA IZABEL,2017-06,34,591,Furto/Roubo
CAXIMBA,2017-06,5,73,Furto/Roubo
XAXIM,2017-06,97,1254,Furto/Roubo
PRADO VELHO,2017-06,8,108,Tráfico de drogas
PINHEIRINHO,2017-06,198,2660,Furto/Roubo
MERCES,2017-06,1,6,Tráfico de drogas
HAUER,2017-06,2,15,Tráfico de drogas
REBOUCAS,2017-06,8,100,Tráfico de drogas
MERCES,2017-06,104,1440,Furto/Roubo
AGUA VERDE,2017-06,5,55,Tráfico de drogas
CAPAO RASO,2017-06,15,265,Violência Doméstica
ALTO DA GLORIA,2017-06,51,785,Furto/Roubo
PINHEIRINHO,2017-06,4,62,Tráfico de drogas
CAXIMBA,2017-06,1,18,Estelionato
CENTRO,2017-06,54,769,Violência Doméstica
CAMPO COMPRIDO,2017-06,41,572,Violência Doméstica
ATUBA,2017-06,15,211,Furto/Roubo
JUVEVE,2017-06,47,779,Furto/Roubo
ALTO DA GLORIA,2017-06,2,26,Estelionato
JUVEVE,2017-06,9,124,Estelionato
PINHEIRINHO,2017-06,47,665,Violência Doméstica
PILARZINHO,2017-06,26,302,Violência Doméstica
CAXIMBA,2017-06,4,83,Violência Doméstica
TINGUI,2017-06,6,87,Violência Doméstica
PILARZINHO,2017-06,67,864,Furto/Roubo
ORLEANS,2017-06,9,169,Violência Doméstica
LAMENHA PEQUENA,2017-06,2,19,Furto/Roubo
NAO DEFINIDO,2017-06,281,2968,Furto/Roubo
PAROLIN,2017-06,6,82,Tráfico de drogas
GUAIRA,2017-06,7,73,Estelionato
SANTA FELICIDADE,2017-06,13,126,Estelionato
CASCATINHA,2017-06,1,11,Violência Doméstica
AUGUSTA,2017-06,5,59,Furto/Roubo
SANTO INACIO,2017-06,4,48,Estelionato
NOVO MUNDO,2017-06,108,1458,Furto/Roubo
LINDOIA,2017-06,14,179,Furto/Roubo
JARDIM DAS AMERICAS,2017-06,9,121,Estelionato
PRADO VELHO,2017-06,1,16,Violência Doméstica
GUABIROTUBA,2017-06,5,45,Estelionato
CAMPO DE SANTANA,2017-06,36,527,Violência Doméstica
PORTAO,2017-06,192,2558,Furto/Roubo
PORTAO,2017-06,1,18,Tráfico de drogas
REBOUCAS,2017-06,9,84,Estelionato
JARDIM BOTANICO,2017-06,5,76,Tráfico de drogas
ALTO BOQUEIRAO,2017-06,8,100,Tráfico de drogas
ALTO DA RUA XV,2017-06,77,1010,Furto/Roubo
SITIO CERCADO,2017-06,98,1465,Violência Doméstica
PAROLIN,2017-06,51,588,Furto/Roubo
SANTA CANDIDA,2017-06,6,68,Estelionato
VISTA ALEGRE,2017-06,13,193,Furto/Roubo
PORTAO,2017-06,28,337,Violência Doméstica
CAPAO DA IMBUIA,2017-06,34,491,Violência Doméstica
ALTO BOQUEIRAO,2017-06,70,902,Furto/Roubo
BACACHERI,2017-06,67,891,Furto/Roubo
MOSSUNGUE,2017-06,1,18,Tráfico de drogas
PAROLIN,2017-06,18,251,Violência Doméstica
BUTIATUVINHA,2017-06,2,38,Estelionato
ORLEANS,2017-06,16,208,Furto/Roubo
JARDIM DAS AMERICAS,2017-06,4,72,Tráfico de drogas
ALTO DA XV,2017-06,3,45,Furto/Roubo
SANTA CANDIDA,2017-06,6,77,Tráfico de drogas
CENTRO,2017-06,79,850,Estelionato
PILARZINHO,2017-06,2,27,Tráfico de drogas
MOSSUNGUE,2017-06,32,453,Furto/Roubo
BOQUEIRAO,2017-06,23,258,Estelionato
NOVO MUNDO,2017-06,2,33,Tráfico de drogas
ABRANCHES,2017-06,1,8,Tráfico de drogas
CAMPO COMPRIDO,2017-06,7,87,Estelionato
CENTRO CIVICO,2017-06,9,120,Violência Doméstica
PRADO VELHO,2017-06,54,631,Furto/Roubo
SAO BRAZ,2017-06,6,61,Estelionato
SANTA QUITERIA,2017-06,4,44,Estelionato
JARDIM BOTANICO,2017-07,6,82,Tráfico de drogas
XAXIM,2017-07,18,207,Estelionato
MOSSUNGUE,2017-07,31,437,Furto/Roubo
CASCATINHA,2017-07,3,42,Furto/Roubo
SAO JOAO,2017-07,2,38,Violência Doméstica
TINGUI,2017-07,4,42,Estelionato
CACHOEIRA,2017-07,2,20,Estelionato
JUVEVE,2017-07,6,102,Violência Doméstica
CAPAO RASO,2017-07,5,85,Tráfico de drogas
CAPAO DA IMBUIA,2017-07,11,94,Estelionato
BARREIRINHA,2017-07,5,49,Estelionato
FAZENDINHA,2017-07,88,1147,Furto/Roubo
NAO DEFINIDO,2017-07,174,1836,Furto/Roubo
BOA VISTA,2017-07,7,55,Estelionato
CAMPO COMPRIDO,2017-07,2,33,Tráfico de drogas
BOA VISTA,2017-07,51,738,Violência Doméstica
ORLEANS,2017-07,7,66,Violência Doméstica
ABRANCHES,2017-07,1,9,Estelionato
BAIRRO ALTO,2017-07,9,146,Tráfico de drogas
SITIO CERCADO,2017-07,85,1232,Violência Doméstica
BUTIATUVINHA,2017-07,12,117,Violência Doméstica
XAXIM,2017-07,1,23,Tráfico de drogas
SANTA QUITERIA,2017-07,43,571,Furto/Roubo
CIDADE INDUSTRIAL,2017-07,36,418,Estelionato
CABRAL,2017-07,56,757,Furto/Roubo
PORTAO,2017-07,2,30,Tráfico de drogas
CAMPO DE SANTANA,2017-07,40,476,Violência Doméstica
SANTA FELICIDADE,2017-07,27,279,Violência Doméstica
BOQUEIRAO,2017-07,221,2851,Furto/Roubo
CAPAO RASO,2017-07,102,1408,Furto/Roubo
VILA IZABEL,2017-07,3,36,Violência Doméstica
CRISTO REI,2017-07,8,102,Estelionato
SEMINARIO,2017-07,4,54,Estelionato
BATEL,2017-07,9,126,Violência Doméstica
SITIO CERCADO,2017-07,64,980,Tráfico de drogas
PILARZINHO,2017-07,12,143,Estelionato
TATUQUARA,2017-07,109,1282,Furto/Roubo
CAMPO COMPRIDO,2017-07,10,101,Estelionato
CABRAL,2017-07,3,58,Violência Doméstica
GUABIROTUBA,2017-07,36,450,Furto/Roubo
FAZENDINHA,2017-07,5,58,Estelionato
MOSSUNGUE,2017-07,5,63,Estelionato
MERCES,2017-07,14,176,Estelionato
PORTAO,2017-07,39,600,Violência Doméstica
SANTO INACIO,2017-07,6,120,Violência Doméstica
CIDADE INDUSTRIAL,2017-07,52,778,Tráfico de drogas
GANCHINHO,2017-07,17,230,Furto/Roubo
ALTO BOQUEIRAO,2017-07,30,511,Violência Doméstica
AHU,2017-07,5,84,Violência Doméstica
ALTO BOQUEIRAO,2017-07,8,105,Estelionato
SAO LOURENCO,2017-07,24,361,Furto/Roubo
BIGORRILHO,2017-07,95,1328,Furto/Roubo
ALTO DA GLORIA,2017-07,56,835,Furto/Roubo
FAZENDINHA,2017-07,23,366,Violência Doméstica
TABOAO,2017-07,3,46,Violência Doméstica
JARDIM DAS AMERICAS,2017-07,5,77,Estelionato
BOA VISTA,2017-07,3,61,Tráfico de drogas
CRISTO REI,2017-07,5,67,Violência Doméstica
PAROLIN,2017-07,13,161,Tráfico de drogas
LINDOIA,2017-07,27,372,Furto/Roubo
BUTIATUVINHA,2017-07,2,32,Estelionato
PAROLIN,2017-07,6,57,Violência Doméstica
PINHEIRINHO,2017-07,15,164,Estelionato
SITIO CERCADO,2017-07,40,455,Estelionato
ALTO DA GLORIA,2017-07,4,36,Estelionato
TATUQUARA,2017-07,7,100,Estelionato
BOQUEIRAO,2017-07,29,338,Estelionato
CENTRO,2017-07,1114,12934,Furto/Roubo
SAO BRAZ,2017-07,44,565,Furto/Roubo
AGUA VERDE,2017-07,20,227,Estelionato
CENTRO,2017-07,56,874,Tráfico de drogas
ATUBA,2017-07,18,257,Furto/Roubo
CENTRO CIVICO,2017-07,66,875,Furto/Roubo
CENTRO,2017-07,56,802,Violência Doméstica
FANNY,2017-07,1,19,Violência Doméstica
BOM RETIRO,2017-07,6,79,Violência Doméstica
PINHEIRINHO,2017-07,8,143,Tráfico de drogas
CAPAO DA IMBUIA,2017-07,3,52,Tráfico de drogas
JARDIM SOCIAL,2017-07,8,80,Violência Doméstica
CIDADE INDUSTRIAL,2017-07,403,5134,Furto/Roubo
SAO FRANCISCO,2017-07,2,40,Violência Doméstica
ALTO DA XV,2017-07,1,20,Furto/Roubo
CAMPO DE SANTANA,2017-07,5,67,Estelionato
TINGUI,2017-07,4,38,Violência Doméstica
BARREIRINHA,2017-07,1,16,Tráfico de drogas
UBERABA,2017-07,12,179,Tráfico de drogas
SANTA CANDIDA,2017-07,2,35,Tráfico de drogas
UBERABA,2017-07,70,935,Violência Doméstica
JARDIM DAS AMERICAS,2017-07,1,15,Tráfico de drogas
SAO FRANCISCO,2017-07,110,1501,Furto/Roubo
HUGO LANGE,2017-07,2,22,Estelionato
BOM RETIRO,2017-07,35,501,Furto/Roubo
BUTIATUVINHA,2017-07,11,132,Furto/Roubo
CRISTO REI,2017-07,80,1074,Furto/Roubo
BIGORRILHO,2017-07,14,182,Estelionato
CASCATINHA,2017-07,1,10,Estelionato
SANTA QUITERIA,2017-07,11,179,Violência Doméstica
PILARZINHO,2017-07,2,31,Tráfico de drogas
BOQUEIRAO,2017-07,48,607,Violência Doméstica
CAPAO RASO,2017-07,17,234,Violência Doméstica
BIGORRILHO,2017-07,8,105,Violência Doméstica
PILARZINHO,2017-07,23,295,Violência Doméstica
CAXIMBA,2017-07,3,51,Furto/Roubo
BOA VISTA,2017-07,70,890,Furto/Roubo
VISTA ALEGRE,2017-07,8,98,Furto/Roubo
JARDIM BOTANICO,2017-07,7,121,Violência Doméstica
PINHEIRINHO,2017-07,183,2420,Furto/Roubo
CENTRO CIVICO,2017-07,1,20,Tráfico de drogas
TARUMA,2017-07,47,558,Furto/Roubo
ABRANCHES,2017-07,34,484,Furto/Roubo
PILARZINHO,2017-07,53,725,Furto/Roubo
CAPAO DA IMBUIA,2017-07,18,174,Violência Doméstica
PAROLIN,2017-07,8,107,Estelionato
ABRANCHES,2017-07,8,104,Violência Doméstica
TARUMA,2017-07,4,29,Estelionato
AHU,2017-07,8,89,Estelionato
REBOUCAS,2017-07,16,191,Estelionato
UMBARA,2017-07,13,200,Violência Doméstica
BIGORRILHO,2017-07,2,20,Tráfico de drogas
SANTO INACIO,2017-07,16,239,Furto/Roubo
ALTO DA RUA XV,2017-07,7,91,Estelionato
AGUA VERDE,2017-07,10,133,Violência Doméstica
MERCES,2017-07,109,1459,Furto/Roubo
FANNY,2017-07,53,593,Furto/Roubo
TATUQUARA,2017-07,12,185,Tráfico de drogas
CENTRO,2017-07,121,1215,Estelionato
SAO JOAO,2017-07,6,84,Furto/Roubo
TINGUI,2017-07,25,371,Furto/Roubo
SANTA QUITERIA,2017-07,2,14,Estelionato
SANTA CANDIDA,2017-07,43,619,Violência Doméstica
XAXIM,2017-07,129,1740,Furto/Roubo
CAMPO DE SANTANA,2017-07,2,37,Tráfico de drogas
ALTO BOQUEIRAO,2017-07,80,1030,Furto/Roubo
BOQUEIRAO,2017-07,7,97,Tráfico de drogas
SANTO INACIO,2017-07,2,15,Estelionato
VISTA ALEGRE,2017-07,2,18,Estelionato
CAJURU,2017-07,208,2482,Furto/Roubo
HUGO LANGE,2017-07,16,213,Furto/Roubo
BUTIATUVINHA,2017-07,2,32,Tráfico de drogas
SAO BRAZ,2017-07,4,79,Violência Doméstica
NOVO MUNDO,2017-07,6,40,Tráfico de drogas
CAJURU,2017-07,27,341,Estelionato
UMBARA,2017-07,40,536,Furto/Roubo
MERCES,2017-07,1,15,Tráfico de drogas
SANTA QUITERIA,2017-07,4,65,Tráfico de drogas
UMBARA,2017-07,2,17,Estelionato
BAIRRO ALTO,2017-07,12,141,Estelionato
JUVEVE,2017-07,40,557,Furto/Roubo
VILA IZABEL,2017-07,5,32,Estelionato
BACACHERI,2017-07,15,159,Estelionato
JARDIM SOCIAL,2017-07,1,0,Estelionato
JARDIM BOTANICO,2017-07,120,1535,Furto/Roubo
CAMPO COMPRIDO,2017-07,30,431,Violência Doméstica
JUVEVE,2017-07,7,99,Estelionato
CAJURU,2017-07,86,1067,Violência Doméstica
UBERABA,2017-07,160,2157,Furto/Roubo
TARUMA,2017-07,7,87,Violência Doméstica
PORTAO,2017-07,24,227,Estelionato
SEMINARIO,2017-07,39,516,Furto/Roubo
SANTO INACIO,2017-07,2,18,Tráfico de drogas
SAO JOAO,2017-07,1,16,Estelionato
ATUBA,2017-07,13,149,Violência Doméstica
BARREIRINHA,2017-07,43,679,Furto/Roubo
REBOUCAS,2017-07,4,46,Tráfico de drogas
PRADO VELHO,2017-07,16,202,Tráfico de drogas
FAZENDINHA,2017-07,2,30,Tráfico de drogas
GUAIRA,2017-07,12,194,Violência Doméstica
HAUER,2017-07,2,43,Tráfico de drogas
AGUA VERDE,2017-07,8,95,Tráfico de drogas
CIDADE INDUSTRIAL,2017-07,121,1679,Violência Doméstica
AUGUSTA,2017-07,1,14,Estelionato
MOSSUNGUE,2017-07,3,66,Violência Doméstica
CAMPO DE SANTANA,2017-07,57,739,Furto/Roubo
SAO BRAZ,2017-07,1,9,Tráfico de drogas
SAO FRANCISCO,2017-07,4,54,Estelionato
GUAIRA,2017-07,4,41,Tráfico de drogas
GUABIROTUBA,2017-07,2,31,Tráfico de drogas
ORLEANS,2017-07,13,139,Furto/Roubo
GUABIROTUBA,2017-07,8,85,Violência Doméstica
NOVO MUNDO,2017-07,25,360,Violência Doméstica
BOM RETIRO,2017-07,3,32,Estelionato
BATEL,2017-07,10,102,Estelionato
CAMPINA DO SIQUEIRA,2017-07,39,500,Furto/Roubo
CAMPINA DO SIQUEIRA,2017-07,3,41,Violência Doméstica
BACACHERI,2017-07,61,895,Furto/Roubo
LINDOIA,2017-07,4,34,Estelionato
SAO BRAZ,2017-07,4,45,Estelionato
SEMINARIO,2017-07,9,148,Violência Doméstica
BACACHERI,2017-07,10,124,Violência Doméstica
VILA IZABEL,2017-07,64,911,Furto/Roubo
TATUQUARA,2017-07,40,594,Violência Doméstica
JARDIM SOCIAL,2017-07,21,247,Furto/Roubo
PRADO VELHO,2017-07,4,65,Estelionato
NOVO MUNDO,2017-07,22,232,Estelionato
ATUBA,2017-07,2,19,Estelionato
JARDIM DAS AMERICAS,2017-07,81,1065,Furto/Roubo
AUGUSTA,2017-07,2,14,Violência Doméstica
GUABIROTUBA,2017-07,4,46,Estelionato
SANTA FELICIDADE,2017-07,4,55,Tráfico de drogas
REBOUCAS,2017-07,138,1630,Furto/Roubo
BAIRRO ALTO,2017-07,75,966,Violência Doméstica
CAXIMBA,2017-07,5,26,Violência Doméstica
BAIRRO ALTO,2017-07,52,655,Furto/Roubo
SITIO CERCADO,2017-07,288,3771,Furto/Roubo
PINHEIRINHO,2017-07,46,657,Violência Doméstica
CENTRO CIVICO,2017-07,3,15,Violência Doméstica
AHU,2017-07,36,531,Furto/Roubo
HAUER,2017-07,15,159,Estelionato
XAXIM,2017-07,29,413,Violência Doméstica
VISTA ALEGRE,2017-07,2,20,Violência Doméstica
CAMPO COMPRIDO,2017-07,80,978,Furto/Roubo
PRADO VELHO,2017-07,30,352,Furto/Roubo
CENTRO CIVICO,2017-07,7,67,Estelionato
SANTA CANDIDA,2017-07,67,904,Furto/Roubo
JARDIM DAS AMERICAS,2017-07,11,180,Violência Doméstica
ALTO DA RUA XV,2017-07,8,76,Violência Doméstica
ALTO BOQUEIRAO,2017-07,6,88,Tráfico de drogas
TABOAO,2017-07,4,31,Furto/Roubo
AGUA VERDE,2017-07,284,3845,Furto/Roubo
REBOUCAS,2017-07,16,224,Violência Doméstica
PORTAO,2017-07,223,3132,Furto/Roubo
CABRAL,2017-07,7,85,Estelionato
UBERABA,2017-07,14,148,Estelionato
FANNY,2017-07,1,14,Tráfico de drogas
ALTO DA RUA XV,2017-07,75,1036,Furto/Roubo
AUGUSTA,2017-07,2,18,Furto/Roubo
CACHOEIRA,2017-07,13,205,Violência Doméstica
GUAIRA,2017-07,49,637,Furto/Roubo
SAO LOURENCO,2017-07,1,13,Estelionato
NOVO MUNDO,2017-07,108,1518,Furto/Roubo
CACHOEIRA,2017-07,15,262,Furto/Roubo
CAPAO DA IMBUIA,2017-07,67,835,Furto/Roubo
SAO FRANCISCO,2017-07,12,162,Tráfico de drogas
BATEL,2017-07,136,1651,Furto/Roubo
PRADO VELHO,2017-07,9,138,Violência Doméstica
HAUER,2017-07,11,180,Violência Doméstica
SANTA CANDIDA,2017-07,8,93,Estelionato
BACACHERI,2017-07,1,16,Tráfico de drogas
PAROLIN,2017-07,67,804,Furto/Roubo
SAO LOURENCO,2017-07,5,99,Violência Doméstica
GANCHINHO,2017-07,4,56,Violência Doméstica
ALTO DA GLORIA,2017-07,4,50,Violência Doméstica
SANTA FELICIDADE,2017-07,17,164,Estelionato
ORLEANS,2017-07,2,11,Estelionato
FANNY,2017-07,3,30,Estelionato
CAJURU,2017-07,18,262,Tráfico de drogas
SANTA FELICIDADE,2017-07,81,1087,Furto/Roubo
GUAIRA,2017-07,2,27,Estelionato
MERCES,2017-07,13,223,Violência Doméstica
ORLEANS,2017-07,3,9,Tráfico de drogas
BARREIRINHA,2017-07,27,357,Violência Doméstica
HAUER,2017-07,120,1524,Furto/Roubo
LINDOIA,2017-07,1,12,Violência Doméstica
CAMPINA DO SIQUEIRA,2017-07,5,48,Estelionato
CAPAO RASO,2017-07,9,134,Estelionato
FAZENDINHA,2017-08,13,134,Estelionato
CRISTO REI,2017-08,12,132,Estelionato
NOVO MUNDO,2017-08,140,1751,Furto/Roubo
CAMPO COMPRIDO,2017-08,75,880,Furto/Roubo
JARDIM DAS AMERICAS,2017-08,3,33,Tráfico de drogas
HAUER,2017-08,16,159,Estelionato
CACHOEIRA,2017-08,11,141,Furto/Roubo
BOQUEIRAO,2017-08,11,180,Tráfico de drogas
PAROLIN,2017-08,6,89,Tráfico de drogas
MOSSUNGUE,2017-08,5,63,Estelionato
SAO LOURENCO,2017-08,29,398,Furto/Roubo
CAMPO DE SANTANA,2017-08,2,33,Estelionato
BACACHERI,2017-08,11,169,Violência Doméstica
SANTA FELICIDADE,2017-08,18,200,Estelionato
NOVO MUNDO,2017-08,20,223,Estelionato
SAO FRANCISCO,2017-08,75,997,Furto/Roubo
CAXIMBA,2017-08,6,111,Violência Doméstica
BOA VISTA,2017-08,2,29,Tráfico de drogas
CAPAO DA IMBUIA,2017-08,5,75,Tráfico de drogas
BUTIATUVINHA,2017-08,4,56,Estelionato
CENTRO CIVICO,2017-08,61,906,Furto/Roubo
BOA VISTA,2017-08,27,454,Violência Doméstica
SITIO CERCADO,2017-08,343,4318,Furto/Roubo
BATEL,2017-08,12,135,Violência Doméstica
PILARZINHO,2017-08,9,115,Violência Doméstica
PILARZINHO,2017-08,4,76,Tráfico de drogas
BATEL,2017-08,12,123,Estelionato
GUABIROTUBA,2017-08,6,42,Violência Doméstica
ALTO DA GLORIA,2017-08,49,589,Furto/Roubo
GANCHINHO,2017-08,10,163,Violência Doméstica
PINHEIRINHO,2017-08,47,630,Violência Doméstica
ORLEANS,2017-08,12,198,Furto/Roubo
ALTO DA GLORIA,2017-08,7,79,Violência Doméstica
HAUER,2017-08,16,237,Violência Doméstica
ABRANCHES,2017-08,4,50,Violência Doméstica
CAMPINA DO SIQUEIRA,2017-08,37,493,Furto/Roubo
CAMPINA DO SIQUEIRA,2017-08,1,13,Tráfico de drogas
ATUBA,2017-08,3,40,Estelionato
CAPAO RASO,2017-08,95,1326,Furto/Roubo
VISTA ALEGRE,2017-08,3,42,Estelionato
UMBARA,2017-08,6,63,Estelionato
SANTA FELICIDADE,2017-08,31,474,Violência Doméstica
SANTO INACIO,2017-08,3,67,Violência Doméstica
AHU,2017-08,4,46,Violência Doméstica
PAROLIN,2017-08,72,769,Furto/Roubo
CAJURU,2017-08,208,2557,Furto/Roubo
CASCATINHA,2017-08,7,97,Furto/Roubo
AGUA VERDE,2017-08,9,117,Violência Doméstica
CAPAO DA IMBUIA,2017-08,12,161,Estelionato
XAXIM,2017-08,111,1421,Furto/Roubo
CAJURU,2017-08,17,247,Tráfico de drogas
HUGO LANGE,2017-08,3,55,Violência Doméstica
CABRAL,2017-08,56,738,Furto/Roubo
CAPAO RASO,2017-08,34,487,Violência Doméstica
CAXIMBA,2017-08,2,34,Furto/Roubo
BIGORRILHO,2017-08,11,154,Violência Doméstica
FANNY,2017-08,3,29,Estelionato
TABOAO,2017-08,2,38,Furto/Roubo
CAMPO DE SANTANA,2017-08,55,782,Furto/Roubo
GUAIRA,2017-08,11,154,Violência Doméstica
NAO DEFINIDO,2017-08,398,3819,Furto/Roubo
JARDIM BOTANICO,2017-08,1,20,Violência Doméstica
ATUBA,2017-08,12,185,Violência Doméstica
PILARZINHO,2017-08,54,629,Furto/Roubo
SEMINARIO,2017-08,35,489,Furto/Roubo
TARUMA,2017-08,34,464,Furto/Roubo
AHU,2017-08,3,15,Estelionato
AGUA VERDE,2017-08,1,21,Tráfico de drogas
PAROLIN,2017-08,7,59,Estelionato
BARREIRINHA,2017-08,16,184,Violência Doméstica
SANTA CANDIDA,2017-08,7,75,Estelionato
JARDIM SOCIAL,2017-08,3,40,Estelionato
BOQUEIRAO,2017-08,22,233,Estelionato
BIGORRILHO,2017-08,4,35,Tráfico de drogas
BUTIATUVINHA,2017-08,1,12,Tráfico de drogas
BAIRRO ALTO,2017-08,29,480,Violência Doméstica
TATUQUARA,2017-08,51,761,Violência Doméstica
SANTA QUITERIA,2017-08,10,141,Violência Doméstica
BIGORRILHO,2017-08,13,142,Estelionato
TARUMA,2017-08,5,79,Violência Doméstica
CAJURU,2017-08,31,339,Estelionato
AUGUSTA,2017-08,2,28,Violência Doméstica
BUTIATUVINHA,2017-08,21,288,Furto/Roubo
ALTO BOQUEIRAO,2017-08,35,547,Violência Doméstica
ALTO DA RUA XV,2017-08,4,54,Violência Doméstica
CAPAO DA IMBUIA,2017-08,57,690,Furto/Roubo
JUVEVE,2017-08,18,194,Estelionato
MERCES,2017-08,1,14,Tráfico de drogas
CENTRO,2017-08,26,316,Violência Doméstica
CENTRO,2017-08,1055,12122,Furto/Roubo
VILA IZABEL,2017-08,3,31,Estelionato
ALTO DA RUA XV,2017-08,71,957,Furto/Roubo
BATEL,2017-08,7,89,Tráfico de drogas
TINGUI,2017-08,3,46,Estelionato
TINGUI,2017-08,15,228,Violência Doméstica
TATUQUARA,2017-08,10,92,Estelionato
CAMPO DE SANTANA,2017-08,6,103,Tráfico de drogas
BACACHERI,2017-08,15,169,Estelionato
SAO BRAZ,2017-08,11,136,Violência Doméstica
NOVO MUNDO,2017-08,7,70,Tráfico de drogas
UBERABA,2017-08,21,235,Estelionato
PORTAO,2017-08,34,510,Violência Doméstica
SAO JOAO,2017-08,3,42,Furto/Roubo
SANTA CANDIDA,2017-08,3,58,Tráfico de drogas
JARDIM DAS AMERICAS,2017-08,8,129,Violência Doméstica
GUABIROTUBA,2017-08,39,477,Furto/Roubo
UBERABA,2017-08,131,1634,Furto/Roubo
SANTA FELICIDADE,2017-08,70,890,Furto/Roubo
GUAIRA,2017-08,4,52,Estelionato
LINDOIA,2017-08,2,26,Violência Doméstica
CAPAO RASO,2017-08,12,108,Estelionato
BACACHERI,2017-08,3,42,Tráfico de drogas
REBOUCAS,2017-08,11,114,Violência Doméstica
GUAIRA,2017-08,46,495,Furto/Roubo
ALTO BOQUEIRAO,2017-08,81,1020,Furto/Roubo
BATEL,2017-08,123,1610,Furto/Roubo
AGUA VERDE,2017-08,195,2595,Furto/Roubo
SAO FRANCISCO,2017-08,6,60,Tráfico de drogas
PRADO VELHO,2017-08,6,97,Violência Doméstica
SAO LOURENCO,2017-08,4,40,Estelionato
CACHOEIRA,2017-08,12,207,Violência Doméstica
CABRAL,2017-08,10,96,Estelionato
PORTAO,2017-08,256,3756,Furto/Roubo
SAO BRAZ,2017-08,3,52,Tráfico de drogas
ALTO BOQUEIRAO,2017-08,10,139,Tráfico de drogas
AUGUSTA,2017-08,2,36,Furto/Roubo
SAO LOURENCO,2017-08,4,67,Violência Doméstica
TATUQUARA,2017-08,120,1546,Furto/Roubo
MERCES,2017-08,15,162,Estelionato
JARDIM BOTANICO,2017-08,1,16,Tráfico de drogas
FAZENDINHA,2017-08,70,960,Furto/Roubo
BOA VISTA,2017-08,11,141,Estelionato
BAIRRO ALTO,2017-08,8,111,Tráfico de drogas
BUTIATUVINHA,2017-08,1,20,Violência Doméstica
SANTA QUITERIA,2017-08,35,506,Furto/Roubo
TARUMA,2017-08,1,5,Tráfico de drogas
ORLEANS,2017-08,5,86,Violência Doméstica
VILA IZABEL,2017-08,4,84,Violência Doméstica
SANTO INACIO,2017-08,5,50,Estelionato
CIDADE INDUSTRIAL,2017-08,44,474,Estelionato
CAMPO DE SANTANA,2017-08,33,551,Violência Doméstica
GANCHINHO,2017-08,20,301,Furto/Roubo
BIGORRILHO,2017-08,93,1360,Furto/Roubo
TABOAO,2017-08,1,19,Violência Doméstica
CRISTO REI,2017-08,5,86,Violência Doméstica
LINDOIA,2017-08,24,275,Furto/Roubo
CIDADE INDUSTRIAL,2017-08,66,1025,Tráfico de drogas
SITIO CERCADO,2017-08,47,699,Tráfico de drogas
SEMINARIO,2017-08,7,69,Estelionato
JUVEVE,2017-08,5,84,Violência Doméstica
CAMPINA DO SIQUEIRA,2017-08,1,14,Estelionato
MERCES,2017-08,19,235,Violência Doméstica
LAMENHA PEQUENA,2017-08,3,48,Furto/Roubo
REBOUCAS,2017-08,161,2007,Furto/Roubo
SANTA FELICIDADE,2017-08,4,51,Tráfico de drogas
BAIRRO ALTO,2017-08,98,1319,Furto/Roubo
PRADO VELHO,2017-08,1,11,Estelionato
CENTRO CIVICO,2017-08,9,110,Estelionato
AHU,2017-08,48,762,Furto/Roubo
XAXIM,2017-08,45,530,Violência Doméstica
CENTRO CIVICO,2017-08,3,46,Violência Doméstica
VISTA ALEGRE,2017-08,7,62,Violência Doméstica
ALTO DA RUA XV,2017-08,1,16,Tráfico de drogas
JARDIM DAS AMERICAS,2017-08,93,1215,Furto/Roubo
CAMPINA DO SIQUEIRA,2017-08,8,96,Violência Doméstica
NOVO MUNDO,2017-08,24,248,Violência Doméstica
BOM RETIRO,2017-08,3,40,Estelionato
JARDIM DAS AMERICAS,2017-08,13,165,Estelionato
BACACHERI,2017-08,75,1037,Furto/Roubo
SAO BRAZ,2017-08,3,29,Estelionato
