,OCORRENCIA_DATA_SEM_HORARIO,OCORRENCIAS_ATENDIDAS
2595,2016-02-09,81
2596,2016-02-10,53
2597,2016-02-11,85
2598,2016-02-12,79
2599,2016-02-13,65
2600,2016-02-14,67
2601,2016-02-15,57
2602,2016-02-16,56
2603,2016-02-17,54
2604,2016-02-18,75
2605,2016-02-19,69
2606,2016-02-20,67
2607,2016-02-21,73
2608,2016-02-22,46
2609,2016-02-23,57
2610,2016-02-24,67
2611,2016-02-25,64
2612,2016-02-26,89
2613,2016-02-27,72
2614,2016-02-28,46
2615,2016-02-29,61
2616,2016-03-01,52
2617,2016-03-02,64
2618,2016-03-03,65
2619,2016-03-04,70
2620,2016-03-05,65
2621,2016-03-06,79
2622,2016-03-07,56
2623,2016-03-08,72
2624,2016-03-09,73
2625,2016-03-10,67
2626,2016-03-11,68
2627,2016-03-12,89
2628,2016-03-13,49
2629,2016-03-14,58
2630,2016-03-15,60
2631,2016-03-16,77
2632,2016-03-17,56
2633,2016-03-18,69
2634,2016-03-19,81
2635,2016-03-20,71
2636,2016-03-21,48
2637,2016-03-22,50
2638,2016-03-23,66
2639,2016-03-24,66
2640,2016-03-25,70
2641,2016-03-26,53
2642,2016-03-27,67
2643,2016-03-28,68
2644,2016-03-29,58
2645,2016-03-30,127
2646,2016-03-31,89
2647,2016-04-01,82
2648,2016-04-02,82
2649,2016-04-03,76
2650,2016-04-04,73
2651,2016-04-05,71
2652,2016-04-06,80
2653,2016-04-07,62
2654,2016-04-08,72
2655,2016-04-09,74
2656,2016-04-10,86
2657,2016-04-11,52
2658,2016-04-12,51
2659,2016-04-13,69
2660,2016-04-14,70
2661,2016-04-15,78
2662,2016-04-16,66
2663,2016-04-17,60
2664,2016-04-18,72
2665,2016-04-19,62
2666,2016-04-20,61
2667,2016-04-21,82
2668,2016-04-22,45
2669,2016-04-23,77
2670,2016-04-24,79
2671,2016-04-25,44
2672,2016-04-26,63
2673,2016-04-27,44
2674,2016-04-28,67
2675,2016-04-29,59
2676,2016-04-30,43
2677,2016-05-01,42
2678,2016-05-02,46
2679,2016-05-03,69
2680,2016-05-04,74
2681,2016-05-05,50
2682,2016-05-06,59
2683,2016-05-07,58
2684,2016-05-08,47
2685,2016-05-09,62
2686,2016-05-10,63
2687,2016-05-11,67
2688,2016-05-12,52
2689,2016-05-13,66
2690,2016-05-14,55
2691,2016-05-15,63
2692,2016-05-16,58
2693,2016-05-17,59
2694,2016-05-18,61
2695,2016-05-19,56
2696,2016-05-20,49
2697,2016-05-21,73
2698,2016-05-22,58
2699,2016-05-23,55
2700,2016-05-24,54
2701,2016-05-25,51
2702,2016-05-26,59
2703,2016-05-27,43
2704,2016-05-28,57
2705,2016-05-29,55
2706,2016-05-30,41
2707,2016-05-31,51
2708,2016-06-01,51
2709,2016-06-02,52
2710,2016-06-03,73
2711,2016-06-04,59
2712,2016-06-05,44
2713,2016-06-06,50
2714,2016-06-07,63
2715,2016-06-08,49
2716,2016-06-09,53
2717,2016-06-10,42
2718,2016-06-11,35
2719,2016-06-12,33
2720,2016-06-13,49
2721,2016-06-14,45
2722,2016-06-15,57
2723,2016-06-16,76
2724,2016-06-17,67
2725,2016-06-18,50
2726,2016-06-19,40
2727,2016-06-20,42
2728,2016-06-21,57
2729,2016-06-22,38
2730,2016-06-23,73
2731,2016-06-24,62
2732,2016-06-25,69
2733,2016-06-26,54
2734,2016-06-27,68
2735,2016-06-28,59
2736,2016-06-29,76
2737,2016-06-30,48
2738,2016-07-01,59
2739,2016-07-02,70
2740,2016-07-03,55
2741,2016-07-04,57
2742,2016-07-05,59
2743,2016-07-06,68
2744,2016-07-07,57
2745,2016-07-08,47
2746,2016-07-09,52
2747,2016-07-10,59
2748,2016-07-11,55
2749,2016-07-12,66
2750,2016-07-13,45
2751,2016-07-14,43
2752,2016-07-15,50
2753,2016-07-16,62
2754,2016-07-17,40
2755,2016-07-18,48
2756,2016-07-19,53
2757,2016-07-20,67
2758,2016-07-21,53
2759,2016-07-22,68
2760,2016-07-23,68
2761,2016-07-24,56
2762,2016-07-25,54
2763,2016-07-26,52
2764,2016-07-27,72
2765,2016-07-28,63
2766,2016-07-29,58
2767,2016-07-30,64
2768,2016-07-31,54
2769,2016-08-01,43
2770,2016-08-02,40
2771,2016-08-03,49
2772,2016-08-04,55
2773,2016-08-05,66
2774,2016-08-06,40
2775,2016-08-07,57
2776,2016-08-08,44
2777,2016-08-09,57
2778,2016-08-10,49
2779,2016-08-11,53
2780,2016-08-12,62
2781,2016-08-13,57
2782,2016-08-14,56
2783,2016-08-15,54
2784,2016-08-16,53
2785,2016-08-17,63
2786,2016-08-18,44
2787,2016-08-19,52
2788,2016-08-20,38
2789,2016-08-21,42
2790,2016-08-22,45
2791,2016-08-23,47
2792,2016-08-24,68
2793,2016-08-25,59
2794,2016-08-26,66
2795,2016-08-27,67
2796,2016-08-28,76
2797,2016-08-29,83
2798,2016-08-30,58
2799,2016-08-31,59
2800,2016-09-01,64
2801,2016-09-02,84
2802,2016-09-03,63
2803,2016-09-04,52
2804,2016-09-05,58
2805,2016-09-06,42
2806,2016-09-07,57
2807,2016-09-08,43
2808,2016-09-09,62
2809,2016-09-10,56
2810,2016-09-11,62
2811,2016-09-12,68
2812,2016-09-13,50
2813,2016-09-14,55
2814,2016-09-15,51
2815,2016-09-16,63
2816,2016-09-17,67
2817,2016-09-18,68
2818,2016-09-19,53
2819,2016-09-20,45
2820,2016-09-21,60
2821,2016-09-22,48
2822,2016-09-23,59
2823,2016-09-24,66
2824,2016-09-25,59
2825,2016-09-26,54
2826,2016-09-27,66
2827,2016-09-28,57
2828,2016-09-29,44
2829,2016-09-30,65
2830,2016-10-01,66
2831,2016-10-02,33
2832,2016-10-03,65
2833,2016-10-04,54
2834,2016-10-05,58
2835,2016-10-06,48
2836,2016-10-07,50
2837,2016-10-08,46
2838,2016-10-09,54
2839,2016-10-10,49
2840,2016-10-11,37
2841,2016-10-12,67
2842,2016-10-13,36
2843,2016-10-14,58
2844,2016-10-15,60
2845,2016-10-16,76
2846,2016-10-17,71
2847,2016-10-18,50
2848,2016-10-19,55
2849,2016-10-20,69
2850,2016-10-21,50
2851,2016-10-22,62
2852,2016-10-23,73
2853,2016-10-24,50
2854,2016-10-25,51
2855,2016-10-26,53
2856,2016-10-27,79
2857,2016-10-28,51
2858,2016-10-29,60
2859,2016-10-30,49
2860,2016-10-31,54
2861,2016-11-01,56
2862,2016-11-02,55
2863,2016-11-03,61
2864,2016-11-04,42
2865,2016-11-05,57
2866,2016-11-06,50
2867,2016-11-07,63
2868,2016-11-08,53
2869,2016-11-09,42
2870,2016-11-10,46
2871,2016-11-11,71
2872,2016-11-12,49
2873,2016-11-13,58
2874,2016-11-14,57
2875,2016-11-15,61
2876,2016-11-16,51
2877,2016-11-17,59
2878,2016-11-18,52
2879,2016-11-19,47
2880,2016-11-20,49
2881,2016-11-21,54
2882,2016-11-22,48
2883,2016-11-23,57
2884,2016-11-24,64
2885,2016-11-25,57
2886,2016-11-26,73
2887,2016-11-27,59
2888,2016-11-28,61
2889,2016-11-29,53
2890,2016-11-30,47
2891,2016-12-01,56
2892,2016-12-02,60
2893,2016-12-03,41
2894,2016-12-04,61
2895,2016-12-05,57
2896,2016-12-06,49
2897,2016-12-07,66
2898,2016-12-08,48
2899,2016-12-09,41
2900,2016-12-10,47
2901,2016-12-11,67
2902,2016-12-12,58
2903,2016-12-13,43
2904,2016-12-14,50
2905,2016-12-15,43
2906,2016-12-16,49
2907,2016-12-17,56
2908,2016-12-18,38
2909,2016-12-19,48
2910,2016-12-20,49
2911,2016-12-21,46
2912,2016-12-22,67
2913,2016-12-23,54
2914,2016-12-24,35
2915,2016-12-25,53
2916,2016-12-26,50
2917,2016-12-27,57
2918,2016-12-28,55
2919,2016-12-29,49
2920,2016-12-30,37
2921,2016-12-31,51
2922,2017-01-01,39
2923,2017-01-02,50
2924,2017-01-03,57
2925,2017-01-04,74
2926,2017-01-05,56
2927,2017-01-06,69
2928,2017-01-07,53
2929,2017-01-08,55
2930,2017-01-09,63
2931,2017-01-10,52
2932,2017-01-11,69
2933,2017-01-12,81
2934,2017-01-13,76
2935,2017-01-14,60
2936,2017-01-15,72
2937,2017-01-16,84
2938,2017-01-17,64
2939,2017-01-18,77
2940,2017-01-19,67
2941,2017-01-20,76
2942,2017-01-21,72
2943,2017-01-22,45
2944,2017-01-23,78
2945,2017-01-24,59
2946,2017-01-25,66
2947,2017-01-26,85
2948,2017-01-27,59
2949,2017-01-28,80
2950,2017-01-29,52
2951,2017-01-30,72
2952,2017-01-31,52
2953,2017-02-01,59
2954,2017-02-02,50
2955,2017-02-03,78
2956,2017-02-04,84
2957,2017-02-05,83
2958,2017-02-06,52
2959,2017-02-07,64
2960,2017-02-08,58
2961,2017-02-09,68
2962,2017-02-10,64
2963,2017-02-11,71
2964,2017-02-12,50
2965,2017-02-13,64
2966,2017-02-14,66
2967,2017-02-15,65
2968,2017-02-16,47
2969,2017-02-17,75
2970,2017-02-18,65
2971,2017-02-19,82
2972,2017-02-20,58
2973,2017-02-21,84
2974,2017-02-22,62
2975,2017-02-23,62
2976,2017-02-24,51
2977,2017-02-25,61
2978,2017-02-26,47
2979,2017-02-27,55
2980,2017-02-28,40
2981,2017-03-01,52
2982,2017-03-02,63
2983,2017-03-03,65
2984,2017-03-04,62
2985,2017-03-05,66
2986,2017-03-06,44
2987,2017-03-07,69
2988,2017-03-08,82
2989,2017-03-09,79
2990,2017-03-10,55
2991,2017-03-11,48
2992,2017-03-12,41
2993,2017-03-13,81
2994,2017-03-14,61
2995,2017-03-15,45
2996,2017-03-16,61
2997,2017-03-17,40
2998,2017-03-18,48
2999,2017-03-19,60
3000,2017-03-20,57
3001,2017-03-21,57
3002,2017-03-22,47
3003,2017-03-23,69
3004,2017-03-24,50
3005,2017-03-25,61
3006,2017-03-26,58
3007,2017-03-27,45
3008,2017-03-28,62
3009,2017-03-29,53
3010,2017-03-30,53
3011,2017-03-31,72
3012,2017-04-01,72
3013,2017-04-02,74
3014,2017-04-03,58
3015,2017-04-04,61
3016,2017-04-05,53
3017,2017-04-06,54
3018,2017-04-07,66
3019,2017-04-08,69
3020,2017-04-09,57
3021,2017-04-10,72
3022,2017-04-11,72
3023,2017-04-12,54
3024,2017-04-13,59
3025,2017-04-14,73
3026,2017-04-15,51
3027,2017-04-16,48
3028,2017-04-17,57
3029,2017-04-18,73
3030,2017-04-19,66
3031,2017-04-20,71
3032,2017-04-21,61
3033,2017-04-22,67
3034,2017-04-23,60
3035,2017-04-24,49
3036,2017-04-25,58
3037,2017-04-26,71
3038,2017-04-27,53
3039,2017-04-28,40
3040,2017-04-29,59
3041,2017-04-30,66
3042,2017-05-01,51
3043,2017-05-02,67
3044,2017-05-03,74
3045,2017-05-04,63
3046,2017-05-05,51
3047,2017-05-06,76
3048,2017-05-07,81
3049,2017-05-08,57
3050,2017-05-09,73
3051,2017-05-10,60
3052,2017-05-11,68
3053,2017-05-12,58
3054,2017-05-13,71
3055,2017-05-14,57
3056,2017-05-15,57
3057,2017-05-16,58
3058,2017-05-17,56
3059,2017-05-18,47
3060,2017-05-19,55
3061,2017-05-20,67
3062,2017-05-21,48
3063,2017-05-22,65
3064,2017-05-23,70
3065,2017-05-24,82
3066,2017-05-25,66
3067,2017-05-26,70
3068,2017-05-27,76
3069,2017-05-28,73
3070,2017-05-29,71
3071,2017-05-30,65
3072,2017-05-31,48
3073,2017-06-01,59
3074,2017-06-02,62
3075,2017-06-03,71
3076,2017-06-04,70
3077,2017-06-05,51
3078,2017-06-06,69
3079,2017-06-07,65
3080,2017-06-08,82
3081,2017-06-09,65
3082,2017-06-10,56
3083,2017-06-11,49
3084,2017-06-12,45
3085,2017-06-13,48
3086,2017-06-14,59
3087,2017-06-15,71
3088,2017-06-16,58
3089,2017-06-17,72
3090,2017-06-18,67
3091,2017-06-19,46
3092,2017-06-20,45
3093,2017-06-21,55
3094,2017-06-22,55
3095,2017-06-23,60
3096,2017-06-24,58
3097,2017-06-25,75
3098,2017-06-26,38
3099,2017-06-27,50
3100,2017-06-28,63
3101,2017-06-29,70
3102,2017-06-30,53
3103,2017-07-01,66
3104,2017-07-02,46
3105,2017-07-03,45
3106,2017-07-04,45
3107,2017-07-05,60
3108,2017-07-06,61
3109,2017-07-07,58
3110,2017-07-08,55
3111,2017-07-09,67
3112,2017-07-10,58
3113,2017-07-11,56
3114,2017-07-12,50
3115,2017-07-13,48
3116,2017-07-14,48
3117,2017-07-15,71
3118,2017-07-16,64
3119,2017-07-17,46
3120,2017-07-18,46
3121,2017-07-19,53
3122,2017-07-20,55
3123,2017-07-21,52
3124,2017-07-22,48
3125,2017-07-23,69
3126,2017-07-24,56
3127,2017-07-25,59
3128,2017-07-26,46
3129,2017-07-27,51
3130,2017-07-28,88
3131,2017-07-29,63
3132,2017-07-30,46
3133,2017-07-31,61
3134,2017-08-01,55
3135,2017-08-02,58
3136,2017-08-03,58
3137,2017-08-04,69
3138,2017-08-05,67
3139,2017-08-06,71
3140,2017-08-07,69
3141,2017-08-08,75
3142,2017-08-09,58
3143,2017-08-10,68
3144,2017-08-11,55
3145,2017-08-12,64
3146,2017-08-13,60
3147,2017-08-14,48
3148,2017-08-15,48
3149,2017-08-16,72
3150,2017-08-17,54
3151,2017-08-18,65
3152,2017-08-19,44
3153,2017-08-20,53
3154,2017-08-21,34
3155,2017-08-22,37
3156,2017-08-23,59
3157,2017-08-24,56
3158,2017-08-25,38
3159,2017-08-26,65
3160,2017-08-27,59
3161,2017-08-28,68
3162,2017-08-29,45
3163,2017-08-30,63
3164,2017-08-31,57
3165,2017-09-01,70
3166,2017-09-02,63
3167,2017-09-03,54
3168,2017-09-04,73
3169,2017-09-05,49
3170,2017-09-06,53
3171,2017-09-07,58
3172,2017-09-08,60
3173,2017-09-09,55
3174,2017-09-10,77
3175,2017-09-11,61
3176,2017-09-12,61
3177,2017-09-13,57
3178,2017-09-14,63
3179,2017-09-15,74
3180,2017-09-16,72
3181,2017-09-17,73
3182,2017-09-18,54
3183,2017-09-19,59
3184,2017-09-20,72
3185,2017-09-21,68
3186,2017-09-22,55
3187,2017-09-23,59
3188,2017-09-24,64
3189,2017-09-25,76
3190,2017-09-26,61
